dimension,signal_type,horizon,events,effective_n,stocks,dates,median,mean,positive_rate,result_negative_n,result_positive_n,result_neutral_n,result_unknown_n,path_direct_failure_n,path_immediate_continuation_n,path_spike_then_fade_n,path_deep_drawdown_recovery_n,path_delayed_start_n,path_unknown_n,weekly_base_pattern,weekly_weekday_path,weekly_eligibility_state,industry_code,market_context,half
industry_code,,3,16941,16941,381,,0.0,0.002627924890458408,0.49489404403518095,7766.0,8053.0,1062.0,60.0,7391,5407,1510,531.0,2102.0,,,,,801030,,
industry_code,,5,16941,16941,381,,0.0008460236886631,0.005206492059451404,0.5032760757924561,7856.0,8176.0,799.0,110.0,6283,5011,2346,1038.0,2263.0,,,,,801030,,
industry_code,,10,16941,16941,381,,0.0018903591682419,0.008169572851146098,0.5089428014875155,7878.0,8304.0,539.0,220.0,4641,4174,3837,2119.0,2170.0,,,,,801030,,
industry_code,,15,16941,16881,381,,0.000780031201248,0.01071079068416989,0.5015105740181269,7851.0,8286.0,448.0,356.0,3823,3665,4724,2712.0,1957.0,60.0,,,,801030,,
industry_code,,20,16941,16770,381,,0.00435229403754395,0.01730040872643295,0.5153846153846153,7803.0,8345.0,341.0,452.0,3240,3405,4990,3329.0,1806.0,171.0,,,,801030,,
industry_code,,1,1593,1593,42,,-0.0018126888217523,-6.722085767145156e-05,0.44005021971123665,720.0,703.0,166.0,4.0,910,663,19,1.0,,,,,,801040,,
industry_code,,2,1593,1593,42,,-0.0020080321285141,0.0005916514822328691,0.4500941619585687,794.0,663.0,130.0,6.0,841,508,58,8.0,178.0,,,,,801040,,
industry_code,,3,1593,1593,42,,-0.0028776978417266,-8.90061163009383e-05,0.4538606403013183,828.0,638.0,119.0,8.0,786,482,95,18.0,212.0,,,,,801040,,
industry_code,,5,1593,1593,42,,-0.0019607843137255,0.001320858344346404,0.46767106089139987,842.0,649.0,92.0,10.0,674,420,186,64.0,249.0,,,,,801040,,
industry_code,,10,1593,1593,42,,-0.0056179775280899,-0.0011979212945582576,0.45825486503452606,839.0,673.0,68.0,13.0,520,356,351,147.0,219.0,,,,,801040,,
industry_code,,15,1593,1588,42,,-0.0048435268485411,-0.001158317457060102,0.4659949622166247,892.0,624.0,60.0,17.0,442,316,419,215.0,196.0,5.0,,,,801040,,
industry_code,,20,1593,1585,42,,-0.0059701492537312,0.0003424251104305489,0.4694006309148265,910.0,610.0,52.0,21.0,387,293,462,274.0,169.0,8.0,,,,801040,,
industry_code,,1,6383,6383,127,,0.0,0.0018393193834910424,0.48488171706094313,2737.0,3028.0,614.0,4.0,3274,2892,176,41.0,,,,,,801050,,
industry_code,,2,6383,6383,127,,0.0006810442678772,0.004291034874096477,0.503368322105593,2767.0,3197.0,405.0,14.0,2845,2214,466,132.0,726.0,,,,,801050,,
industry_code,,3,6383,6383,127,,0.0024813895781636,0.005542179545387588,0.5215415948613504,2813.0,3220.0,327.0,23.0,2456,2095,706,255.0,871.0,,,,,801050,,
industry_code,,5,6383,6383,127,,0.0058495081095453,0.011157153590064021,0.5395582014726618,2782.0,3330.0,223.0,48.0,1957,1954,1050,513.0,909.0,,,,,801050,,
industry_code,,10,6383,6383,127,,0.0091348737238043,0.019277983074217037,0.543161522794924,2694.0,3447.0,161.0,81.0,1423,1655,1541,951.0,813.0,,,,,801050,,
industry_code,,15,6383,6358,127,,0.0144111456664467,0.027312885335439557,0.5498584460522177,2599.0,3499.0,140.0,145.0,1131,1500,1776,1215.0,736.0,25.0,,,,801050,,
industry_code,,20,6383,6313,127,,0.0187637969094922,0.035919341424484816,0.5583716141295739,2616.0,3480.0,112.0,175.0,951,1380,1862,1442.0,678.0,70.0,,,,801050,,
industry_code,,1,18583,18583,455,,-0.0017391304347825,0.0006633739654211562,0.46865414626271323,8479.0,8358.0,1738.0,8.0,9695,7987,708,193.0,,,,,,801080,,
industry_code,,2,18583,18583,455,,-0.0020855057351407,0.001388742120159014,0.4743582844535328,8609.0,8639.0,1210.0,125.0,8531,6137,1590,593.0,1732.0,,,,,801080,,
industry_code,,3,18583,18583,455,,-0.0019981555487241,0.0020025212713966124,0.4794704837754937,8606.0,8850.0,999.0,128.0,7633,5588,2315,1048.0,1999.0,,,,,801080,,
industry_code,,5,18583,18583,455,,-0.0001545356204606,0.0062123012487419,0.4955066458591185,8719.0,8901.0,738.0,225.0,6301,5147,3257,1906.0,1972.0,,,,,801080,,
industry_code,,10,18583,18583,455,,0.0018115942028986,0.012591996206855145,0.506861109616316,8747.0,8793.0,531.0,512.0,4574,4299,4731,3223.0,1756.0,,,,,801080,,
industry_code,,15,18583,18455,455,,-0.0004112969564025,0.019775782883326064,0.4968843131942563,8584.0,8694.0,412.0,893.0,3762,3685,5634,3846.0,1528.0,128.0,,,,801080,,
industry_code,,20,18583,18196,455,,0.0028050791297215497,0.02790381466423025,0.5072543416135414,8672.0,8503.0,369.0,1039.0,3219,3317,5839,4416.0,1405.0,387.0,,,,801080,,
industry_code,,1,3707,3707,87,,-0.0008481764206956,0.00039771924964429904,0.4758564877259239,1700.0,1602.0,401.0,4.0,2007,1615,70,15.0,,,,,,801110,,
industry_code,,2,3707,3707,87,,-0.0016877637130801,0.0005659461762035359,0.46830321014297277,1707.0,1713.0,283.0,4.0,1880,1243,171,70.0,343.0,,,,,801110,,
industry_code,,3,3707,3707,87,,-0.001953125,0.00013124914759585018,0.4696520097113569,1792.0,1679.0,226.0,10.0,1750,1118,312,111.0,416.0,,,,,801110,,
industry_code,,5,3707,3707,87,,-0.0025940337224383,0.0006368987424834526,0.46830321014297277,1792.0,1697.0,202.0,16.0,1515,1040,524,202.0,426.0,,,,,801110,,
industry_code,,10,3707,3707,87,,-0.0029806259314455,0.0029028138999612567,0.47801456703533857,1855.0,1706.0,114.0,32.0,1189,895,794,429.0,400.0,,,,,801110,,
industry_code,,15,3707,3697,87,,-0.005301524188204,0.004437290453594372,0.47497971328103866,1866.0,1692.0,101.0,48.0,1003,790,969,579.0,356.0,10.0,,,,801110,,
industry_code,,20,3707,3683,87,,-0.004980079681275,0.008004614185233162,0.4781428183546022,1840.0,1704.0,98.0,65.0,903,724,1037,686.0,333.0,24.0,,,,801110,,
industry_code,,1,3170,3170,88,,-0.000738557673351,8.046558075140572e-05,0.4665615141955836,1374.0,1366.0,426.0,4.0,1783,1326,48,13.0,,,,,,801120,,
industry_code,,2,3170,3170,88,,-0.0025062656641604,-0.0009519190739492294,0.45078864353312303,1455.0,1430.0,278.0,7.0,1669,995,148,36.0,322.0,,,,,801120,,
industry_code,,3,3170,3170,88,,-0.0035006024957621,-0.0016753045285597186,0.45078864353312303,1526.0,1437.0,199.0,8.0,1582,942,222,61.0,363.0,,,,,801120,,
industry_code,,5,3170,3170,88,,-0.004553369937985351,-0.003146249247321538,0.4517350157728707,1558.0,1410.0,191.0,11.0,1429,836,379,132.0,394.0,,,,,801120,,
industry_code,,10,3170,3170,88,,-0.0052863436123347,-0.0010706020911003505,0.4533123028391167,1573.0,1468.0,109.0,20.0,1113,676,656,310.0,415.0,,,,,801120,,
industry_code,,15,3170,3162,88,,-0.008718408843801699,-0.0024167392071221577,0.441808981657179,1624.0,1425.0,91.0,30.0,975,620,824,385.0,358.0,8.0,,,,801120,,
industry_code,,20,3170,3155,88,,-0.0099403578528827,-0.0036457910768915047,0.4421553090332805,1594.0,1459.0,76.0,41.0,863,565,919,473.0,335.0,15.0,,,,801120,,
industry_code,,1,4231,4231,104,,0.0,0.0008698367505863756,0.4852280784684472,1886.0,1930.0,409.0,6.0,2234,1892,79,26.0,,,,,,801130,,
industry_code,,2,4231,4231,104,,-0.0007521624670928,0.0006370783124074945,0.4783739068778067,1962.0,1959.0,300.0,10.0,2069,1461,243,61.0,397.0,,,,,801130,,
industry_code,,3,4231,4231,104,,-0.0010434782608695,0.0006153484269316537,0.47766485464429215,1943.0,2014.0,257.0,17.0,1908,1361,374,117.0,471.0,,,,,801130,,
industry_code,,5,4231,4231,104,,-0.0033085194375516,0.0007257656880642373,0.4630111084849917,1986.0,2017.0,203.0,25.0,1705,1209,620,213.0,484.0,,,,,801130,,
industry_code,,10,4231,4231,104,,-0.0049828178694157,0.0027831782803094023,0.468683526353108,2005.0,2036.0,141.0,49.0,1332,1007,953,462.0,477.0,,,,,801130,,
industry_code,,15,4231,4214,104,,-0.00781356522022255,0.000838746036528411,0.4584717607973422,1953.0,2082.0,127.0,69.0,1124,853,1192,611.0,434.0,17.0,,,,801130,,
industry_code,,20,4231,4194,104,,-0.0068807701412451,-0.0005001645772481798,0.47019551740581783,1958.0,2074.0,105.0,94.0,1020,783,1225,766.0,400.0,37.0,,,,801130,,
industry_code,,1,5823,5823,140,,-0.0007945967421533,-0.0001583881531467388,0.4691739653099777,2659.0,2486.0,675.0,3.0,3158,2500,141,24.0,,,,,,801140,,
industry_code,,2,5823,5823,140,,-0.001602564102564,-0.00026482125417849573,0.47054782758028507,2666.0,2657.0,492.0,8.0,2864,1921,352,87.0,599.0,,,,,801140,,
industry_code,,3,5823,5823,140,,-0.0007485029940119,0.00021352077399979267,0.48342778636441697,2627.0,2795.0,387.0,14.0,2582,1826,525,176.0,714.0,,,,,801140,,
industry_code,,5,5823,5823,140,,-0.0016260162601625,0.000977947853316378,0.47930619955349474,2639.0,2833.0,331.0,20.0,2274,1625,842,328.0,754.0,,,,,801140,,
industry_code,,10,5823,5823,140,,-0.0040485829959513,0.001963910118377684,0.4691739653099777,2680.0,2918.0,180.0,45.0,1786,1385,1348,651.0,653.0,,,,,801140,,
industry_code,,15,5823,5809,140,,-0.0066666666666667,0.0028931538849970243,0.46496815286624205,2597.0,2974.0,178.0,74.0,1508,1145,1643,943.0,570.0,14.0,,,,801140,,
industry_code,,20,5823,5790,140,,-0.005027653357329799,0.005467307002119081,0.47478411053540587,2638.0,2957.0,129.0,99.0,1328,1056,1743,1139.0,524.0,33.0,,,,801140,,
industry_code,,1,13675,13675,407,,-0.0009337068160597,0.0007653500474119385,0.47005484460694696,6023.0,6098.0,1541.0,13.0,7435,5852,300,88.0,,,,,,801150,,
industry_code,,2,13675,13675,407,,-0.0015298317185108,0.0012141879079615582,0.4716636197440585,6187.0,6420.0,1046.0,22.0,6794,4571,758,248.0,1304.0,,,,,801150,,
industry_code,,3,13675,13675,407,,-0.0026082420448617,0.00045344798046190887,0.46383912248628884,6233.0,6542.0,873.0,27.0,6378,4122,1225,417.0,1533.0,,,,,801150,,
industry_code,,5,13675,13675,407,,-0.0034299968818209,0.0013986209454707342,0.4652285191956124,6391.0,6517.0,710.0,57.0,5575,3734,1929,749.0,1688.0,,,,,801150,,
industry_code,,10,13675,13675,407,,-0.0074922873512561,0.002532760083818146,0.45345521023765994,6515.0,6593.0,468.0,99.0,4484,3032,3163,1472.0,1524.0,,,,,801150,,
industry_code,,15,13675,13648,407,,-0.011835217426439549,0.0039449814912778875,0.44731828839390386,6527.0,6626.0,333.0,189.0,3847,2590,3782,2049.0,1380.0,27.0,,,,801150,,
industry_code,,20,13675,13592,407,,-0.011018762131975949,0.006080771007926267,0.45504708652148323,6585.0,6560.0,308.0,222.0,3416,2422,4076,2414.0,1264.0,83.0,,,,801150,,
industry_code,,1,5516,5516,129,,0.0,0.0011809052404843075,0.48350253807106597,2416.0,2514.0,577.0,9.0,2948,2479,69,20.0,,,,,,801160,,
industry_code,,2,5516,5516,129,,-0.00136990414424145,0.0004737200145288536,0.46519216823785353,2596.0,2484.0,424.0,12.0,2793,1856,283,67.0,517.0,,,,,801160,,
industry_code,,3,5516,5516,129,,0.0,0.0011748373373078793,0.47715736040609136,2760.0,2436.0,297.0,23.0,2560,1724,406,129.0,697.0,,,,,801160,,
industry_code,,5,5516,5516,129,,0.0,0.004579769648978673,0.4894851341551849,2624.0,2605.0,239.0,48.0,2244,1640,624,229.0,779.0,,,,,801160,,
industry_code,,10,5516,5516,129,,-0.0024860248015349997,0.007559741444458031,0.4780638143582306,2692.0,2555.0,158.0,111.0,1793,1414,1123,451.0,735.0,,,,,801160,,
industry_code,,15,5516,5493,129,,-0.0019480519480519,0.013791101500381925,0.488803932277444,2613.0,2609.0,138.0,156.0,1466,1296,1361,659.0,711.0,23.0,,,,801160,,
industry_code,,20,5516,5435,129,,-0.0020876826722338,0.01581754643884176,0.49070837166513337,2664.0,2533.0,109.0,210.0,1267,1168,1549,796.0,655.0,81.0,,,,801160,,
industry_code,,1,5445,5445,116,,-0.0009980039920159,-0.0005488474045599811,0.4585858585858586,2412.0,2439.0,591.0,3.0,3068,2308,47,22.0,,,,,,801170,,
industry_code,,2,5445,5445,116,,-0.0010695187165775,-0.000721101388024796,0.4598714416896235,2489.0,2518.0,433.0,5.0,2890,1755,173,46.0,581.0,,,,,801170,,
industry_code,,3,5445,5445,116,,-0.0016977928692699,-0.0012128516697601443,0.46097337006427913,2493.0,2621.0,319.0,12.0,2712,1626,316,85.0,706.0,,,,,801170,,
industry_code,,5,5445,5445,116,,-0.0017543859649122,-0.00045542735670966083,0.4716253443526171,2575.0,2566.0,283.0,21.0,2446,1538,513,168.0,780.0,,,,,801170,,
industry_code,,10,5445,5445,116,,-0.0038709677419355,-0.00046885891160528356,0.46538108356290175,2718.0,2508.0,182.0,37.0,2031,1300,927,423.0,764.0,,,,,801170,,
industry_code,,15,5445,5433,116,,-0.0039603960396039,-0.0012409163807870858,0.4649364991717283,2792.0,2456.0,147.0,50.0,1738,1136,1219,606.0,734.0,12.0,,,,801170,,
industry_code,,20,5445,5414,116,,-0.00636285120509565,-0.0007905079346458077,0.4540081270779461,2763.0,2477.0,142.0,63.0,1565,1015,1423,732.0,679.0,31.0,,,,801170,,
industry_code,,1,2700,2700,80,,0.0,0.00031163974712320765,0.4688888888888889,,,,2700.0,1432,1195,54,19.0,,,,,,801180,,
industry_code,,2,2700,2700,80,,-0.00213392423506555,-0.0011501454121887172,0.45666666666666667,,,,2700.0,1327,891,178,48.0,256.0,,,,,801180,,
industry_code,,3,2700,2700,80,,-0.0023956993155828,-0.0010796431484862757,0.46296296296296297,,,,2700.0,1218,829,262,85.0,306.0,,,,,801180,,
industry_code,,5,2700,2700,80,,-0.00301115877160255,0.0001815542139011483,0.4640740740740741,,,,2700.0,1063,750,405,156.0,326.0,,,,,801180,,
industry_code,,10,2700,2700,80,,-0.01038968048359225,0.0011229931713565454,0.43222222222222223,,,,2700.0,859,583,692,297.0,269.0,,,,,801180,,
industry_code,,15,2700,2696,80,,-0.016672984584281,0.0006210704292216846,0.41543026706231456,,,,2700.0,733,494,853,387.0,229.0,4.0,,,,801180,,
industry_code,,20,2700,2682,80,,-0.0177148057490742,0.0012790486310741772,0.4235645041014168,,,,2700.0,647,460,911,445.0,219.0,18.0,,,,801180,,
industry_code,,1,3426,3426,90,,-0.0005374247800261499,3.490898524742869e-05,0.4696438995913602,1562.0,1572.0,290.0,2.0,1852,1490,57,27.0,,,,,,801200,,
industry_code,,2,3426,3426,90,,-0.0026679415211892,-0.001059166261780999,0.45183887915936954,1645.0,1584.0,194.0,3.0,1755,1116,189,45.0,321.0,,,,,801200,,
industry_code,,3,3426,3426,90,,-0.00448934347760365,-0.0025556934270652264,0.4340338587273789,1707.0,1539.0,177.0,3.0,1645,984,342,93.0,362.0,,,,,801200,,
industry_code,,5,3426,3426,90,,-0.00679997861460185,-0.0030689848627273152,0.439871570344425,1744.0,1567.0,109.0,6.0,1451,896,506,196.0,377.0,,,,,801200,,
industry_code,,10,3426,3426,90,,-0.0084459519707815,-0.0026261060647135414,0.4404553415061296,1761.0,1572.0,76.0,17.0,1128,761,812,402.0,323.0,,,,,801200,,
industry_code,,15,3426,3423,90,,-0.0151057401812688,-0.0053491514196284985,0.42302074203914697,1759.0,1580.0,60.0,27.0,963,619,1032,518.0,291.0,3.0,,,,801200,,
industry_code,,20,3426,3413,90,,-0.020268872802482,-0.005588936864144212,0.4184002343978904,1809.0,1523.0,59.0,35.0,884,570,1121,586.0,252.0,13.0,,,,801200,,
industry_code,,1,2713,2713,68,,-0.0006535947712418,-0.00021711723337555688,0.4706966457795798,1195.0,1217.0,299.0,2.0,1479,1159,60,15.0,,,,,,801210,,
industry_code,,2,2713,2713,68,,-0.0018796992481203,-0.00033458664683895696,0.4659049023221526,1243.0,1273.0,192.0,5.0,1361,872,158,53.0,269.0,,,,,801210,,
industry_code,,3,2713,2713,68,,-0.0023041474654377,-0.0005929944227632905,0.4699594544784372,1278.0,1270.0,159.0,6.0,1236,812,252,83.0,330.0,,,,,801210,,
industry_code,,5,2713,2713,68,,-0.0016538037486218,0.0004026133588459025,0.48101732399557684,1282.0,1291.0,128.0,12.0,1061,774,374,160.0,344.0,,,,,801210,,
industry_code,,10,2713,2713,68,,-0.0009810333551341,0.001492798153549639,0.4898636196092886,1341.0,1264.0,84.0,24.0,810,658,604,314.0,327.0,,,,,801210,,
industry_code,,15,2713,2707,68,,-0.0019801980198019,0.004315105648511999,0.4887329146656816,1283.0,1332.0,63.0,35.0,669,586,734,412.0,306.0,6.0,,,,801210,,
industry_code,,20,2713,2693,68,,-0.0050590219224283,0.002339605259918659,0.47382101745265504,1302.0,1313.0,53.0,45.0,595,532,842,443.0,281.0,20.0,,,,801210,,
industry_code,,1,704,704,15,,0.0010149607008245,0.0012777200418510022,0.515625,,,,704.0,366,325,11,2.0,,,,,,801230,,
industry_code,,2,704,704,15,,0.0,0.0019833368474605263,0.4971590909090909,,,,704.0,341,263,28,4.0,68.0,,,,,801230,,
industry_code,,3,704,704,15,,0.0,2.388107428453313e-05,0.4872159090909091,,,,704.0,330,224,55,16.0,79.0,,,,,801230,,
industry_code,,5,704,704,15,,0.0013173476708705,0.0027192511298822844,0.5056818181818182,,,,704.0,265,221,95,24.0,99.0,,,,,801230,,
industry_code,,10,704,704,15,,0.00057903879559925,0.00986125261002249,0.5,,,,704.0,218,189,135,67.0,95.0,,,,,801230,,
industry_code,,15,704,703,15,,-0.0053097345132744,0.01300263992852724,0.4779516358463727,,,,704.0,184,156,191,89.0,83.0,1.0,,,,801230,,
industry_code,,20,704,699,15,,-0.0034782608695651,0.014843573964899532,0.4864091559370529,,,,704.0,155,147,205,110.0,82.0,5.0,,,,801230,,
industry_code,,1,2575,2575,63,,-0.0001417635384179,0.00013448472108616307,0.4741747572815534,1174.0,1116.0,283.0,2.0,1368,1126,67,14.0,,,,,,801710,,
industry_code,,2,2575,2575,63,,-0.0008333333333333,0.001135404548910621,0.4741747572815534,1222.0,1137.0,205.0,11.0,1262,853,145,54.0,261.0,,,,,801710,,
industry_code,,3,2575,2575,63,,0.0,0.0021593412917425667,0.4850485436893204,1198.0,1194.0,170.0,13.0,1141,812,222,98.0,302.0,,,,,801710,,
industry_code,,5,2575,2575,63,,0.0,0.005302759344992899,0.4966990291262136,1254.0,1165.0,132.0,24.0,970,762,363,165.0,315.0,,,,,801710,,
industry_code,,10,2575,2575,63,,0.0,0.011315578738262225,0.4955339805825243,1264.0,1160.0,103.0,48.0,753,620,563,347.0,292.0,,,,,801710,,
industry_code,,15,2575,2562,63,,-0.00155462453974525,0.014803731963207082,0.4929742388758782,1295.0,1109.0,89.0,82.0,610,525,703,442.0,282.0,13.0,,,,801710,,
industry_code,,20,2575,2536,63,,0.0018674543336797,0.02010221958907961,0.5074921135646687,1301.0,1103.0,72.0,99.0,522,473,749,557.0,235.0,39.0,,,,801710,,
industry_code,,1,5049,5049,140,,0.0,0.0004816079319784019,0.477124183006536,2271.0,2173.0,599.0,6.0,2681,2240,100,28.0,,,,,,801720,,
industry_code,,2,5049,5049,140,,-0.0022014309301047,-0.00040974046325992095,0.45870469399881164,2450.0,2198.0,392.0,9.0,2537,1684,292,68.0,468.0,,,,,801720,,
industry_code,,3,5049,5049,140,,-0.0012771392081736,0.0003779598520327629,0.4713804713804714,2480.0,2228.0,328.0,13.0,2327,1567,433,147.0,575.0,,,,,801720,,
industry_code,,5,5049,5049,140,,-0.0019646365422396,0.002179859445016988,0.4763319469201822,2501.0,2262.0,262.0,24.0,2004,1440,695,283.0,627.0,,,,,801720,,
industry_code,,10,5049,5049,140,,-0.0055710306406684,0.003580027861025881,0.46108140225787286,2577.0,2254.0,162.0,56.0,1620,1140,1148,547.0,594.0,,,,,801720,,
industry_code,,15,5049,5036,140,,-0.00791609224213555,0.005512194265645541,0.45591739475774423,2558.0,2248.0,143.0,100.0,1340,971,1425,786.0,514.0,13.0,,,,801720,,
industry_code,,20,5049,5011,140,,-0.0070377479206654,0.006889029318607097,0.46817002594292556,2518.0,2282.0,112.0,137.0,1199,913,1501,926.0,472.0,38.0,,,,801720,,
industry_code,,1,12537,12537,344,,-0.0005390835579515,0.0012868531828019985,0.48297040759352317,5544.0,5783.0,1207.0,3.0,6404,5612,422,99.0,,,,,,801730,,
industry_code,,2,12537,12537,344,,-0.0012468827930174,0.0012796194943443732,0.48001914333572626,5780.0,5896.0,823.0,38.0,5843,4312,903,288.0,1191.0,,,,,801730,,
industry_code,,3,12537,12537,344,,-0.0009746588693957,0.001807031460320885,0.48504426896386693,5839.0,5993.0,645.0,60.0,5232,3947,1410,535.0,1413.0,,,,,801730,,
industry_code,,5,12537,12537,344,,0.0005737234652898,0.004813987640596395,0.5010768126346016,5779.0,6097.0,526.0,135.0,4349,3666,2049,1050.0,1423.0,,,,,801730,,
industry_code,,10,12537,12537,344,,0.0023492560689115,0.008793519799499895,0.5103294249022893,5769.0,6147.0,380.0,241.0,3190,3123,3050,1946.0,1228.0,,,,,801730,,
industry_code,,15,12537,12477,344,,0.003372681281619,0.013248267580485988,0.5114210146669873,5652.0,6229.0,280.0,376.0,2629,2708,3543,2483.0,1114.0,60.0,,,,801730,,
industry_code,,20,12537,12339,344,,0.0052798310454065,0.018524957596075513,0.5158440716427587,5504.0,6301.0,234.0,498.0,2236,2423,3809,2881.0,990.0,198.0,,,,801730,,
industry_code,,1,4846,4846,129,,-0.002520207852194,0.0003373100083235954,0.45604622368964093,2211.0,2159.0,474.0,2.0,2634,2036,138,38.0,,,,,,801740,,
industry_code,,2,4846,4846,129,,-0.0032583750032927,0.0005392476670615579,0.46306231943871234,2249.0,2225.0,367.0,5.0,2360,1594,335,136.0,421.0,,,,,801740,,
industry_code,,3,4846,4846,129,,-0.003973446763273349,0.00017328096055757602,0.4634750309533636,2270.0,2309.0,259.0,8.0,2130,1449,543,233.0,491.0,,,,,801740,,
industry_code,,5,4846,4846,129,,-0.0014330883258736999,0.004319405218721244,0.488856789104416,2279.0,2342.0,212.0,13.0,1761,1348,765,450.0,522.0,,,,,801740,,
industry_code,,10,4846,4846,129,,-0.0027940195866618996,0.005729500138901385,0.48555509698720595,2399.0,2264.0,148.0,35.0,1274,1076,1257,814.0,425.0,,,,,801740,,
industry_code,,15,4846,4838,129,,-0.0062484661892332,0.01010695350663875,0.4764365440264572,2409.0,2252.0,115.0,70.0,1056,914,1503,993.0,372.0,8.0,,,,801740,,
industry_code,,20,4846,4815,129,,-0.0098338419803324,0.010989184329476836,0.46458982346832817,2436.0,2214.0,109.0,87.0,935,825,1671,1048.0,336.0,31.0,,,,801740,,
industry_code,,1,10980,10980,319,,-0.00170891497770765,-0.0004487853902699345,0.4636612021857924,5032.0,4771.0,1176.0,1.0,5893,4661,346,80.0,,,,,,801750,,
industry_code,,2,10980,10980,319,,-0.0038424595678432996,-0.001724705024789373,0.4500910746812386,5217.0,4960.0,792.0,11.0,5428,3498,810,249.0,995.0,,,,,801750,,
industry_code,,3,10980,10980,319,,-0.0057219251336898,-0.0026130760881870954,0.4419854280510018,5380.0,4939.0,648.0,13.0,5029,3165,1258,452.0,1076.0,,,,,801750,,
industry_code,,5,10980,10980,319,,-0.00531916565805815,-0.0016203383441246904,0.45500910746812384,5409.0,5016.0,521.0,34.0,4277,2927,1846,822.0,1108.0,,,,,801750,,
industry_code,,10,10980,10980,319,,-0.00913226251324465,-0.0011357237964543943,0.4539162112932605,5527.0,5003.0,364.0,86.0,3301,2392,2798,1497.0,992.0,,,,,801750,,
industry_code,,15,10980,10967,319,,-0.0136986301369862,-0.0007410296073274478,0.44807148718883927,5516.0,5075.0,250.0,139.0,2795,2012,3331,1963.0,866.0,13.0,,,,801750,,
industry_code,,20,10980,10916,319,,-0.018770515599278198,-0.002038548882488064,0.43679003297911323,5542.0,5039.0,226.0,173.0,2489,1796,3706,2177.0,748.0,64.0,,,,801750,,
industry_code,,1,4132,4132,122,,-0.0024662749820579,-0.0011518991602134808,0.43901258470474347,1934.0,1752.0,446.0,,2345,1681,92,14.0,,,,,,801760,,
industry_code,,2,4132,4132,122,,-0.0028390658687461497,-0.0018256417880863636,0.44240077444336884,1978.0,1846.0,306.0,2.0,2112,1249,266,79.0,426.0,,,,,801760,,
industry_code,,3,4132,4132,122,,-0.00361666313774945,-0.0019189534206324927,0.4494191674733785,2049.0,1882.0,199.0,2.0,1948,1159,405,139.0,481.0,,,,,801760,,
industry_code,,5,4132,4132,122,,-0.0047890784982935,-0.0009246044066490264,0.45764762826718297,2004.0,1950.0,171.0,7.0,1667,1057,616,270.0,522.0,,,,,801760,,
industry_code,,10,4132,4132,122,,-0.00595422965238125,-0.001296450693708331,0.4632139399806389,1998.0,1991.0,128.0,15.0,1296,925,953,467.0,491.0,,,,,801760,,
industry_code,,15,4132,4130,122,,-0.0130499245604337,-0.002904251291823331,0.44092009685230027,2059.0,1962.0,83.0,28.0,1117,774,1219,584.0,436.0,2.0,,,,801760,,
industry_code,,20,4132,4121,122,,-0.0171890798786653,-0.004342776739990315,0.4375151662217908,2058.0,1949.0,88.0,37.0,970,710,1381,674.0,386.0,11.0,,,,801760,,
industry_code,,1,4819,4819,120,,-0.0013698630136985,0.00034912098799610525,0.473542228678149,2314.0,2060.0,442.0,3.0,2517,2097,154,51.0,,,,,,801770,,
industry_code,,2,4819,4819,120,,-0.0017825311942958,0.0005481792088735819,0.473542228678149,2363.0,2129.0,306.0,21.0,2279,1629,351,147.0,413.0,,,,,801770,,
industry_code,,3,4819,4819,120,,-0.0038797284190107,-0.0002086606397733861,0.46524175140070556,2442.0,2059.0,295.0,23.0,2094,1456,565,247.0,457.0,,,,,801770,,
industry_code,,5,4819,4819,120,,-0.003472222222222,0.0032411961525447095,0.47582485992944595,2427.0,2145.0,210.0,37.0,1762,1292,821,463.0,481.0,,,,,801770,,
industry_code,,10,4819,4819,120,,-0.0037425149700598,0.006111691421881033,0.4803901224320398,2422.0,2146.0,167.0,84.0,1365,1073,1180,784.0,417.0,,,,,801770,,
industry_code,,15,4819,4796,120,,-0.00362922026094035,0.011879756271980672,0.48185988323603,2413.0,2152.0,126.0,128.0,1092,921,1418,1008.0,357.0,23.0,,,,801770,,
industry_code,,20,4819,4754,120,,-0.0043343653250772,0.01762644262406597,0.48590660496424065,2419.0,2131.0,102.0,167.0,974,819,1491,1137.0,333.0,65.0,,,,801770,,
industry_code,,1,3406,3406,41,,0.0,0.0002767717416288732,0.4682912507339988,1343.0,1556.0,504.0,3.0,1955,1448,3,,,,,,,801780,,
industry_code,,2,3406,3406,41,,0.00017556179775275,0.0011756149065359073,0.5,1376.0,1680.0,343.0,7.0,1775,1140,20,1.0,470.0,,,,,801780,,
industry_code,,3,3406,3406,41,,0.0,0.0015308876127653952,0.4873752201996477,1437.0,1686.0,270.0,13.0,1775,1080,45,5.0,501.0,,,,,801780,,
industry_code,,5,3406,3406,41,,0.0020402959756059998,0.003249551351337786,0.5167351732237229,1466.0,1678.0,244.0,18.0,1589,1054,113,21.0,629.0,,,,,801780,,
industry_code,,10,3406,3406,41,,0.00305601659751025,0.006638364872311369,0.5255431591309454,1476.0,1760.0,143.0,27.0,1391,968,273,133.0,641.0,,,,,801780,,
industry_code,,15,3406,3393,41,,0.0041911148365465,0.007634678956227223,0.5296198054818745,1421.0,1817.0,129.0,39.0,1189,908,453,206.0,637.0,13.0,,,,801780,,
