code,date,weekday,regime,trend,label,mom_origin,fwd5,fwd10,fwd20,mae10,mfe10,half,date_ts,industry,trend_age,amount_relative_20d,return_realized_5d,hard_gate,age_bin,volume_stagnation,fwd10_industry_peer_median,fwd10_industry_demeaned,shrinking_up,accelerating_up,fwd1,fwd2,fwd3,fwd30,mae3,mfe3,mae30,mfe30,volume_ratio_5_vs_prior20,ret5,ret5_prev
600386,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,0.0022988505747125,-0.0091954022988506,0.0275862068965515,-0.0436781609195403,0.0666666666666664,2023H1,2023-03-01,sw_l1:801880,0.0,1.078162,0.002304,True,0-5,False,-0.0779742765273311,0.0687788742284805,True,True,0.011494252873563093,0.009195402298850297,0.0045977011494251485,0.05977011494252871,-0.0022988505747127963,0.020689655172413834,-0.043678160919540354,0.08505747126436769,0.6734473222185677,0.0023041474654379446,-0.020316027088036037
600838,2023-03-01,2,bull,none,pullback_holds,current_week,0.0161527165932451,-0.0381791483113069,-0.0411160058737151,-0.052863436123348,0.0337738619676946,2023H1,2023-03-01,sw_l1:801200,0.0,0.752033,0.0,False,0-5,False,0.0557189051401269,-0.0938980534514338,False,False,-0.002936857562408246,0.011747430249632984,0.029368575624082016,-0.016152716593245242,-0.007342143906020615,0.03377386196769461,-0.052863436123348095,0.03377386196769461,0.5936932393248235,0.0,-0.010189228529839944
003005,2023-03-01,2,bull,none,two_day_acceleration,current_week,0.0205328770471766,-0.0684429234905892,-0.0593986800293326,-0.0711317526277194,0.0828648252261061,2023H1,2023-03-01,sw_l1:801750,0.0,1.226882,0.012955,False,0-5,False,-0.0463111928292346,-0.0221317306613546,True,True,0.03788804693229042,0.04693229039354674,0.038376924957223224,-0.12368614030799319,-0.0061109753116597165,0.08286482522610616,-0.13321926179418242,0.08286482522610616,0.4141011699261623,0.012955267660718528,-0.0653415581448481
000151,2023-03-01,2,bull,ma_bull,two_day_acceleration,current_week,0.1219691403379867,0.1653196179279943,0.0404114621601763,-0.0036737692872886,0.2637766348273329,2023H1,2023-03-01,sw_l1:801200,0.0,0.796388,0.014804,True,0-5,False,-0.0460304779795236,0.2113500959075179,True,True,0.037472446730345554,0.14107274063188835,0.15356355620867013,0.0007347538574578039,-0.0036737692872886862,0.25495958853783995,-0.02204261572373245,0.26377663482733293,0.4519569244819852,0.014803849000740277,-0.0465772759350741
600355,2023-03-01,2,bull,ma_bull,two_day_acceleration,current_week,-0.032,-0.0453333333333333,-0.016,-0.0666666666666666,0.0106666666666666,2023H1,2023-03-01,,0.0,0.804697,-0.008,True,0-5,False,,,False,False,0.002666666666666817,-0.016000000000000014,-0.03466666666666662,-0.06933333333333325,-0.039999999999999925,0.010666666666666602,-0.09599999999999997,0.04800000000000004,0.6464627127682779,-0.007999999999999896,-0.04092071611253201
688071,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,-0.1028764308776049,-0.1560023481068388,-0.2019371881420604,-0.1750807161725858,0.0108599941297329,2023H1,2023-03-01,sw_l1:801890,0.0,1.146941,0.044845,True,0-5,False,-0.0765128274591153,-0.0794895206477234,False,True,-0.02935133548576463,-0.051218080422659185,-0.08790724977986497,-0.20824772527149982,-0.09304373348987371,0.01085999412973293,-0.24420311124156147,0.01085999412973293,1.5803475469866033,0.04484512251502548,-0.022740963855421792
603757,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,-0.0586552217453505,-0.0686695278969957,-0.0829756795422032,-0.090486409155937,0.0647353361945635,2023H1,2023-03-01,sw_l1:801890,0.0,1.00672,0.003724,True,0-5,False,-0.0846280331892106,0.0159585052922149,True,True,0.06044349070100141,0.010014306151645336,-0.022889842632331958,-0.0311158798283262,-0.03433476394849788,0.06473533619456351,-0.1391273247496424,0.06473533619456351,0.64347191548621,0.003724394785847185,-0.012867647058823484
002862,2023-03-01,2,bull,ma_bull,two_day_acceleration,current_week,-0.0520195838433292,-0.0611995104039168,-0.0361077111383109,-0.0954712362301101,0.01468788249694,2023H1,2023-03-01,sw_l1:801140,0.0,1.019898,0.014907,True,0-5,False,,,True,True,-0.006731946144430845,-0.03733170134638919,-0.0611995104039168,0.04100367197062438,-0.06487148102815166,0.014687882496940086,-0.09547123623011011,0.0507955936352511,0.5862826440279358,0.014906832298136496,-0.009840098400983988
000524,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,0.031905961376994,-0.0806045340050377,-0.0285474391267842,-0.0873215785054575,0.0486985726280435,2023H1,2023-03-01,sw_l1:801210,1.0,0.635945,0.012777,True,0-5,False,-0.0637456501107245,-0.0168588838943131,True,True,-0.013434089000839644,-0.010915197313182246,0.005037783375314797,0.12930310663308142,-0.02350965575146935,0.010075566750629816,-0.10495382031905964,0.14525608732157846,0.5821487236185566,0.0127768313458263,-0.005084745762711895
688369,2023-03-01,2,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.043783038381981,-0.0463111928292346,0.1207768329119742,-0.074120891749023,0.0287290278096989,2023H1,2023-03-01,sw_l1:801750,0.0,1.165949,0.020227,True,0-5,False,-0.0684429234905892,0.0221317306613546,False,True,-0.017697081130774395,-0.033210756148011944,-0.016547920018386564,0.013675017237416931,-0.052286830613652024,0.0036773155596414586,-0.07412089174902303,0.2025971041139969,0.994340020357309,0.020226820998480166,-0.02906118742195485
600933,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,-0.0434083601286172,-0.0779742765273311,-0.0068327974276526,-0.0936495176848873,0.010048231511254,2023H1,2023-03-01,sw_l1:801880,0.0,0.89235,0.008084,True,0-5,False,-0.0091954022988506,-0.0687788742284805,True,True,-0.026125401929260383,-0.04139871382636651,-0.019292604501607635,-0.11856913183279738,-0.05305466237942125,0.010048231511254002,-0.14549839228295813,0.010048231511254002,0.7018136892045542,0.00808407437348424,-0.019809825673534065
300615,2023-03-01,2,bull,ma_bull,two_day_acceleration,current_week,-0.0211370262390671,-0.0255102040816326,0.0196793002915451,-0.0524781341107871,0.0415451895043732,2023H1,2023-03-01,sw_l1:801770,1.0,1.377494,0.043116,True,0-5,False,,,False,True,0.018221574344023272,0.001457725947521915,-0.016034985422740622,0.02988338192419815,-0.01895043731778423,0.04154518950437325,-0.05247813411078717,0.07507288629737596,1.066653588141255,0.0431164901664145,-0.020014825796886515
300094,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,-0.0183333333333334,-0.0566666666666666,-0.1083333333333332,-0.0633333333333333,0.0216666666666667,2023H1,2023-03-01,sw_l1:801010,0.0,0.840147,0.003339,True,0-5,False,,,True,True,0.0050000000000001155,0.0033333333333334103,0.018333333333333313,-0.10166666666666668,-0.011666666666666714,0.021666666666666723,-0.1383333333333333,0.021666666666666723,0.7307255017797029,0.0033388981636059967,-0.011551155115511635
002275,2023-03-01,2,bull,none,pullback_holds,current_week,-0.0220385674931128,0.0454545454545454,0.1508264462809918,-0.0454545454545454,0.0640495867768595,2023H1,2023-03-01,sw_l1:801150,25.0,1.408499,0.003465,False,21-60,False,-0.0214782670220042,0.0669328124765496,False,False,-0.01377410468319551,-0.015151515151515027,-0.010330578512396604,0.22382920110192828,-0.022727272727272707,0.0,-0.045454545454545414,0.27754820936639124,1.1481817509215813,0.0034650034650034467,0.01334269662921339
002053,2023-03-01,2,bull,ma_bull,pullback_holds,current_week,-0.0392772977219166,-0.0589159465828751,-0.1751767478397486,-0.0887666928515318,0.0172820109976434,2023H1,2023-03-01,,0.0,0.925249,0.000786,True,0-5,False,,,False,False,-0.004713275726630051,0.0070699135899450205,-0.0015710919088766095,-0.1563236449332286,-0.005498821681068411,0.017282010997643482,-0.19481539670070702,0.017282010997643482,1.0732421660991716,0.0007861635220125507,0.018414731785428406
600322,2023-03-01,2,bull,none,pullback_holds,current_week,-0.0401785714285715,-0.0758928571428573,-0.1205357142857144,-0.0982142857142858,0.0,2023H1,2023-03-01,sw_l1:801180,0.0,0.951803,-0.013274,False,0-5,False,,,False,False,-0.013392857142857206,-0.013392857142857206,-0.03125000000000011,-0.12053571428571441,-0.04017857142857151,0.0,-0.1517857142857143,0.0,0.8687376352335326,-0.013274336283185972,-0.013100436681222627
600713,2023-03-01,2,bull,none,pullback_holds,current_week,-0.0036697247706423,-0.0146788990825688,-0.0458715596330274,-0.038532110091743,0.0201834862385321,2023H1,2023-03-01,sw_l1:801150,0.0,1.045765,-0.001825,False,0-5,False,0.0085884552465529,-0.0232673543291217,False,False,0.0018348623853210455,0.007339449541284404,0.011009174311926495,-0.047706422018348627,-0.003669724770642313,0.020183486238532167,-0.06605504587155964,0.020183486238532167,1.0327909520685825,-0.0018248175182482562,0.03201506591337089
600936,2023-03-01,2,bull,ma_bull,two_day_acceleration,current_week,0.0139211136890951,-0.0208816705336428,0.0023201856148491,-0.0301624129930395,0.0371229698375867,2023H1,2023-03-01,sw_l1:801760,0.0,0.945002,0.016471,True,0-5,False,,,True,True,0.011600928074245953,0.002320185614849146,0.01856148491879339,0.009280742459396807,-0.006960556844547661,0.03712296983758678,-0.05336426914153136,0.0417633410672853,0.3646360452277034,0.016470588235294237,-0.0449438202247191
300124,2023-03-01,2,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0272849462365591,-0.0536290322580645,-0.062231182795699,-0.0567204301075268,0.0403225806451612,2023H1,2023-03-01,sw_l1:801890,2.0,0.959677,0.017527,True,0-5,False,-0.0846280331892106,0.0309990009311461,False,True,0.034946236559139754,0.021505376344086002,-0.012096774193548487,-0.07795698924731176,-0.018817204301075363,0.040322580645161255,-0.10174731182795704,0.040322580645161255,0.9841638777074546,0.017527043680679144,-0.007744565217391419
600428,2023-03-02,3,bull,none,pullback_holds,current_week,0.1021276595744682,0.0056737588652482,-0.0992907801418438,-0.0070921985815602,0.1517730496453901,2023H1,2023-03-02,sw_l1:801170,0.0,0.871195,0.012968,False,0-5,False,-0.0642335766423358,0.0699073355075839,True,True,0.07234042553191489,0.08368794326241136,0.07801418439716312,-0.05815602836879419,-0.007092198581560294,0.15177304964539018,-0.13617021276595742,0.15177304964539018,0.588372265833933,0.012968299711815456,0.0014430014430015792
600685,2023-03-02,3,bull,macd_cross,two_day_acceleration,current_week,0.0654712260216847,0.0454545454545454,0.0354462051709758,-0.011676396997498,0.1459549624687239,2023H1,2023-03-02,sw_l1:801740,1.0,2.242734,0.057709,True,0-5,False,,,False,True,0.06755629691409504,0.109674728940784,0.06255212677231037,0.01209341117597984,-0.011676396997498006,0.14595496246872397,-0.023769808173477958,0.19266055045871555,1.6425370409801119,0.057709251101321746,-0.0017590149516272247
600795,2023-03-02,3,bull,none,two_day_acceleration,current_week,-0.0025252525252524,0.0,-0.0555555555555554,-0.0252525252525253,0.0328282828282828,2023H1,2023-03-02,sw_l1:801160,0.0,1.151221,0.020619,False,0-5,False,0.0201834862385321,-0.0201834862385321,True,True,0.01515151515151536,0.022727272727272707,0.012626262626262541,-0.017676767676767624,0.0,0.03282828282828287,-0.08585858585858586,0.03282828282828287,0.7103586623981072,0.020618556701030855,0.005181347150259086
603602,2023-03-02,3,bull,ma_bull,pullback_holds,current_week,-0.0578397212543554,-0.089198606271777,-0.0613240418118465,-0.089198606271777,0.002787456445993,2023H1,2023-03-02,,0.0,0.712725,0.0,True,0-5,False,,,False,False,-0.014634146341463317,-0.0355400696864111,-0.07735191637630656,-0.06062717770034842,-0.08292682926829265,0.0027874564459930973,-0.089198606271777,0.0027874564459930973,0.7138408799222994,0.0,0.0
300076,2023-03-02,3,bull,ma_bull,pullback_holds,current_week,-0.0293040293040293,-0.0695970695970695,0.0128205128205127,-0.0714285714285714,0.0054945054945054,2023H1,2023-03-02,sw_l1:801080,0.0,1.228478,0.018622,True,0-5,False,-0.0278884462151395,-0.04170862338193,False,True,-0.01098901098901095,-0.02197802197802201,-0.05494505494505486,0.009157509157509125,-0.05494505494505486,0.005494505494505475,-0.0714285714285714,0.05311355311355315,0.9191389528141369,0.01862197392923637,-0.051236749116607805
600886,2023-03-02,3,bull,macd_stabilizing,shrinking_volume_acceleration,current_week,0.0,0.0201834862385321,0.0009174311926605,-0.0082568807339449,0.0330275229357797,2023H1,2023-03-02,sw_l1:801160,2.0,1.590708,0.037143,True,0-5,False,0.0,0.0201834862385321,False,True,0.007339449541284404,0.004587155963302836,0.0018348623853210455,0.032110091743119185,-0.0027522935779815683,0.016513761467889854,-0.020183486238532167,0.062385321100917324,1.4434625853666718,0.037142857142857144,0.004784688995215225
002276,2023-03-02,3,bull,none,pullback_holds,current_week,-0.0066100094428707,-0.1000944287063267,-0.0528800755429651,-0.1029272898961284,0.0330500472143531,2023H1,2023-03-02,sw_l1:801730,2.0,0.977108,0.041543,False,0-5,False,-0.1349514563106796,0.0348570276043528,False,True,-0.007554296506137925,0.007554296506137925,0.0028328611898018607,-0.032105760151085905,-0.022662889518413665,0.03305004721435312,-0.10576015108593007,0.03305004721435312,1.6302292438281007,0.041543026706231556,-0.063888888888889
603056,2023-03-02,3,bull,none,pullback_holds,current_week,-0.0226687274600722,-0.0494590417310665,-0.0984028851107676,-0.0515198351365275,0.0303967027305511,2023H1,2023-03-02,,0.0,0.970009,0.006725,False,0-5,False,,,True,True,0.004636785162287493,-0.0025759917568264346,-0.021123132405976297,-0.11334363730036057,-0.029881504379185908,0.030396702730551173,-0.12261720762493555,0.030396702730551173,0.7273792021113291,0.0067252974650802155,-0.006169665809768521
002412,2023-03-02,3,bull,none,pullback_holds,current_week,0.0090771558245081,-0.0045385779122542,-0.0590015128593042,-0.037821482602118,0.0166414523449318,2023H1,2023-03-02,sw_l1:801150,0.0,1.399677,0.015361,False,0-5,False,-0.0242643588520489,0.0197257809397947,False,True,-0.001512859304084735,0.004538577912254205,-0.018154311649016708,-0.004538577912254205,-0.018154311649016708,0.01210287443267788,-0.0680786686838124,0.016641452344931862,1.3557026806398165,0.015360983102918668,0.007739938080495223
000705,2023-03-02,3,bull,macd_cross,pullback_holds,current_week,-0.0207612456747404,-0.0288350634371395,-0.0841983852364475,-0.0645905420991926,0.0092272202998846,2023H1,2023-03-02,sw_l1:801150,24.0,0.842598,0.003476,True,21-60,False,-0.0121161160896062,-0.0167189473475332,False,False,0.0023068050749710522,0.0011534025374855261,-0.019607843137254943,-0.05536332179930803,-0.021914648212225996,0.009227220299884653,-0.091118800461361,0.009227220299884653,1.0158608476337334,0.0034762456546928444,0.014101057579318566
600936,2023-03-02,3,bull,ma_bull,pullback_holds,current_week,0.0046082949308756,-0.0276497695852534,-0.0299539170506911,-0.0437788018433178,0.0299539170506912,2023H1,2023-03-02,sw_l1:801760,0.0,0.752662,0.033175,True,0-5,False,,,True,True,-0.004608294930875445,0.011520737327188835,-0.020737327188940058,-0.01612903225806439,-0.02304147465437778,0.02995391705069128,-0.05990783410138245,0.03456221198156695,0.44941203751359865,0.0331753554502372,-0.009389671361502372
600749,2023-03-02,3,bull,none,pullback_holds,current_week,-0.0090534979423867,-0.0781893004115226,0.0444444444444442,-0.0814814814814814,0.0271604938271605,2023H1,2023-03-02,sw_l1:801210,5.0,1.248268,0.013322,False,0-5,False,-0.0659080132764343,-0.0122812871350883,False,False,0.0008230452674897748,0.02551440329218102,0.008230452674897082,0.2148148148148148,-0.006584362139917754,0.02716049382716057,-0.08148148148148149,0.3185185185185184,1.4203466354771377,0.013322231473771762,0.017796610169491522
600601,2023-03-02,3,bull,none,pullback_holds,current_week,0.0239043824701192,-0.0278884462151395,-0.0079681274900398,-0.0278884462151395,0.047808764940239,2023H1,2023-03-02,sw_l1:801080,0.0,3.741598,0.037344,False,0-5,False,-0.0695970695970695,0.04170862338193,False,True,0.015936254980079667,0.019920318725099584,0.015936254980079667,0.07968127490039834,-0.007968127490039834,0.047808764940239,-0.03585657370517936,0.08764940239043817,1.4852749715828188,0.03734439834024883,-0.02429149797570851
300024,2023-03-02,3,bull,ma_bull,two_day_acceleration,current_week,-0.0352177942539388,-0.0556070435588509,0.0936051899907322,-0.0676552363299352,0.0046339202965708,2023H1,2023-03-02,sw_l1:801890,0.0,1.89583,0.025424,True,0-5,False,-0.1168478260869565,0.0612407825281056,True,True,-0.012048192771084376,-0.01019462465245613,-0.05004633920296575,0.10194624652455975,-0.05189990732159411,0.004633920296570837,-0.0676552363299352,0.21872103799814635,0.6732353736627639,0.025423728813559254,-0.0009407337723423836
600355,2023-03-02,3,bull,ma_bull,pullback_holds,current_week,-0.018716577540107,-0.0668449197860963,-0.0294117647058824,-0.0695187165775401,0.0080213903743315,2023H1,2023-03-02,,0.0,0.675509,0.032967,True,0-5,False,,,True,True,-0.013368983957219305,-0.03208556149732622,-0.06149732620320858,-0.08288770053475936,-0.06417112299465244,0.008021390374331583,-0.0935828877005348,0.050802139037433136,0.5815780290657814,0.03296703296703307,-0.044619422572178435
002788,2023-03-02,3,bull,none,pullback_holds,current_week,-0.0196936542669583,-0.0196936542669583,0.0076586433260394,-0.0590809628008753,0.0043763676148795,2023H1,2023-03-02,sw_l1:801150,13.0,1.014506,0.009989,False,6-20,False,-0.0166868206746968,-0.0030068335922614,False,True,-0.005470459518599591,-0.004376367614879806,-0.024070021881838155,0.014223194748358647,-0.024070021881838155,0.004376367614879584,-0.05908096280087538,0.043763676148796504,1.3005388202880266,0.009988901220865598,0.008958566629339249
002116,2023-03-02,3,bull,ma_bull,two_day_acceleration,current_week,0.0229132569558101,0.0065466448445172,-0.1104746317512275,-0.041734860883797,0.1153846153846154,2023H1,2023-03-02,sw_l1:801720,0.0,3.026634,0.022277,True,0-5,False,,,False,True,0.09247135842880505,0.05155482815057266,0.04582651391162029,-0.08837970540098194,-0.004091653027823328,0.11538461538461542,-0.13993453355155494,0.11538461538461542,1.3181095122145416,0.022277227722772297,-0.01703163017031628
603007,2023-03-02,3,bull,macd_stabilizing,pullback_holds,current_week,0.176056338028169,0.3779342723004695,0.3286384976525822,0.0,0.3779342723004695,2023H1,2023-03-02,,0.0,1.024268,0.040767,True,0-5,False,,,False,True,0.016431924882629234,0.014084507042253724,0.06572769953051649,0.3661971830985917,0.0,0.06572769953051649,0.0,0.483568075117371,0.9087440402200627,0.04076738609112707,-0.04576659038901609
002576,2023-03-02,3,bull,ma_bull,pullback_holds,current_week,0.0276699029126212,-0.1349514563106796,-0.0873786407766991,-0.1441747572815535,0.0922330097087378,2023H1,2023-03-02,sw_l1:801730,0.0,1.533108,0.064419,True,0-5,False,-0.1000944287063267,-0.0348570276043528,True,True,-0.016990291262136026,0.03592233009708723,0.04951456310679614,-0.17038834951456316,-0.019417475728155442,0.07087378640776687,-0.17718446601941762,0.09223300970873782,0.5877169680597667,0.0644187216909915,-0.07495344506517687
002862,2023-03-02,3,bull,ma_bull,pullback_holds,current_week,-0.0442804428044281,-0.0811808118081182,-0.0362853628536286,-0.091020910209102,0.0073800738007379,2023H1,2023-03-02,sw_l1:801140,0.0,0.775393,0.0331,True,0-5,False,,,True,True,-0.032595325953259646,-0.05658056580565818,-0.06457564575645758,0.03936039360393595,-0.06642066420664217,0.007380073800737907,-0.09102091020910208,0.0621156211562115,0.6246163183532181,0.03309993634627628,-0.03203943314849045
000798,2023-03-03,4,bull,ma_bull,two_day_acceleration,current_week,-0.043369474562135,-0.0850708924103419,-0.0617180984153461,-0.0867389491242701,0.030859049207673,2023H1,2023-03-03,sw_l1:801010,19.0,1.086315,0.02916,True,6-20,False,-0.0865224625623959,0.001451570152054,False,False,0.00917431192660545,-0.015012510425354453,-0.015846538782318564,-0.047539616346955804,-0.03169307756463724,0.030859049207673017,-0.12844036697247696,0.030859049207673017,0.8065897262018534,0.029159519725557415,0.03829029385574345
003005,2023-03-03,4,bull,none,pullback_holds,current_week,-0.0717150271290398,-0.1111111111111111,-0.1063930172210426,-0.1335220570889359,0.0372729417315405,2023H1,2023-03-03,sw_l1:801750,0.0,1.861561,0.067281,False,0-5,False,,,False,True,0.002123142250530785,-0.01863647086577025,-0.015097900448218904,-0.1847133757961783,-0.03255484784147211,0.0372729417315405,-0.19297004010379804,0.0372729417315405,0.8607500218925811,0.06728133565910777,0.017237008871989756
300024,2023-03-03,4,bull,ma_bull,pullback_holds,current_week,-0.0365510777881912,-0.0206185567010308,0.1180880974695408,-0.057169634489222,0.0159325210871601,2023H1,2023-03-03,sw_l1:801890,0.0,1.096325,0.002822,True,0-5,False,,,False,True,0.0009372071227740086,-0.03936269915651358,-0.023430178069353325,0.09278350515463929,-0.04311152764761006,0.015932521087160145,-0.057169634489222076,0.232427366447985,0.846068809387892,0.002822201317027151,0.0018850141376061114
601965,2023-03-03,4,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.083076923076923,-0.1319230769230769,-0.0561538461538462,-0.1507692307692306,0.0092307692307693,2023H1,2023-03-03,sw_l1:801880,21.0,1.405765,0.066077,True,21-60,False,0.0022727272727272,-0.1341958041958041,False,False,-0.00423076923076926,-0.02230769230769225,-0.011923076923076925,-0.05499999999999994,-0.04230769230769227,0.009230769230769376,-0.16807692307692312,0.009230769230769376,3.630941655733291,0.06607744107744118,0.1412103746397695
600689,2023-03-03,4,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0297872340425531,-0.0138297872340426,-0.0861702127659574,-0.0372340425531914,0.0095744680851064,2023H1,2023-03-03,sw_l1:801230,3.0,1.089467,0.026087,True,0-5,False,,,False,False,-0.007446808510638281,-0.02021276595744681,-0.005319148936170248,-0.09361702127659588,-0.024468085106382986,0.009574468085106425,-0.10425531914893627,0.009574468085106425,1.2250904288483986,0.02608695652173898,0.027932960893854775
002492,2023-03-03,4,bull,ma_bull,two_day_acceleration,current_week,-0.0587392550143266,-0.0773638968481374,-0.0730659025787966,-0.0888252148997135,0.0014326647564468,2023H1,2023-03-03,sw_l1:801170,0.0,1.156823,0.04955,True,0-5,False,-0.0441458733205373,-0.0332180235276,False,True,-0.004297994269340966,-0.03151862464183386,-0.02005730659025795,-0.1160458452722064,-0.0386819484240688,0.0014326647564468775,-0.14326647564469908,0.0014326647564468775,0.9101819448283014,0.04954954954954949,-0.008928571428571397
002300,2023-03-03,4,bull,ma_bull,pullback_holds,current_week,-0.0395348837209301,-0.0709302325581394,-0.0127906976744185,-0.0790697674418604,0.0151162790697674,2023H1,2023-03-03,sw_l1:801730,0.0,0.942189,0.004667,True,0-5,False,-0.1045197740112995,0.03358954145316,True,True,0.010465116279069653,-0.023255813953488302,-0.024418604651162634,0.037209302325581506,-0.03023255813953485,0.015116279069767424,-0.08604651162790689,0.03953488372093017,0.545094749299302,0.004667444574095514,-0.00810185185185186
