episode_id,code,signal_type,date,last_trigger_date,consecutive_confirmations,end_date,end_reason,evidence_level,session_ordinal_in_week,planned_sessions_this_week,monthly_completed_state,monthly_provisional_state,monthly_state_changed_this_month,week_realized_pct,t_eff,l_eff,eff_delta,volume_ratio_vs_prev_week,same_progress_return_delta_pct,cc_same_progress_return_delta_pct,same_progress_volume_ratio,planned_prorated_return_pct,planned_prorated_volume_ratio,early_week_evidence_strength,tuesday_recovery_ratio,prev_week_cc_pct,prev2_week_cc_pct,partial_week_cc_pct,momentum_context_positive,theory_stagnation_flag,week_completion,weekly_base_pattern,weekly_weekday_path,weekly_passed,weekly_eligibility_state,weekly_eligibility_reason,weekly_veto,r_today_pct,r_yesterday_pct,return_acceleration_pct,volume_ratio_vs_prev,activity_state,atr14_prev,atr_normalized_move,sv_raw,sv_legacy,td_raw,td_legacy,cap_passed,sv_continuation,sv_rebound,acc_continuation,acc_rebound,weekly_daily_cell,pre_return_5_pct,dist_to_prior_ma5_pct,dist_to_prior_high5_pct,pre_return_10_pct,dist_to_prior_ma10_pct,dist_to_prior_high10_pct,pre_return_20_pct,dist_to_prior_ma20_pct,dist_to_prior_high20_pct,pre_return_60_pct,dist_to_prior_ma60_pct,dist_to_prior_high60_pct,prior_up_streak,today_overnight_pct,today_intraday_pct,today_close_position,today_upper_shadow_pct,signal_id,weekly_passed_out,sv_legacy_out,td_legacy_out,weekly_daily_cell_out,t_eff_out,eff_delta_out,weekday_path,matured_1,matured_2,matured_3,matured_5,matured_10,matured_15,matured_20,overnight_gap,fwd1,mfe1_full,mae1_full,fwd2,mfe2_full,mae2_full,fwd3,mfe3_full,mae3_full,fwd5,mfe5_full,mae5_full,fwd10,mfe10_full,mae10_full,fwd15,mfe15_full,mae15_full,fwd20,mfe20_full,mae20_full,next_day_open_to_close,next_day_high_vs_signal_close,next_day_low_vs_signal_close,peak3_return,peak3_session_offset,giveback_from_peak3,early3_up_then_flat,matured_week,next_week_sessions,next_week_open_gap,next_week_high,next_week_low,next_week_return,matured_week_remaining,week_remaining_return,week_remaining_high,week_remaining_sessions,half,result_1,path_1,result_2,path_2,result_3,path_3,result_5,path_5,result_10,path_10,result_15,path_15,result_20,path_20
000061_sv_legacy_1,000061,sv_legacy,2026-01-19,2026-01-19,1,2026-01-21,signal_inactive,L2,1,5,True,True,False,0.2045,1.5092,2.7861,-1.2769,0.1355,1.697,1.7996,0.5737,1.0225,0.6775,0.2,,-2.7861,-2.3324,0.3071,False,False,0.2,negative_to_positive,monday,True,eligible,legacy_negative_to_positive_monday,False,0.3071,-1.7103,2.0173,0.6784,shrinking,0.3585714285714285,0.0837,True,True,False,False,True,False,True,False,True,1_1,-2.7861,-0.7092,-4.7619,-5.0534,-1.6755,-5.0388,-1.0132,-1.4382,-9.0065,9.2841,2.3837,-9.7606,0,0.1024,0.2045,0.85,0.3067,000061_2026-01-19,True,True,False,1_1,1.5092,-1.2769,monday,True,True,True,True,True,True,True,0.0,0.0112244897959183,0.0163265306122448,-0.0040816326530612,0.0030612244897958,0.0234693877551019,-0.0112244897959185,-0.0010204081632653,0.0234693877551019,-0.0112244897959185,-0.0163265306122448,0.0295918367346939,-0.0448979591836735,-0.0408163265306122,0.0459183673469387,-0.060204081632653,-0.0418367346938776,0.0459183673469387,-0.0673469387755102,-0.0653061224489796,0.0459183673469387,-0.0775510204081632,0.0112244897959183,0.0163265306122448,-0.0040816326530612,0.0234693877551019,0,-0.023928215353938,False,True,5.0,0.004081632653061,0.0459183673469387,-0.060204081632653,-0.0112244897959185,False,0.0081632653061225,0.0295918367346939,4.0,2026Q1,positive,immediate_continuation,positive,immediate_continuation,neutral,direct_failure,negative,direct_failure,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade
000061_sv_legacy_2,000061,sv_legacy,2026-03-10,2026-03-10,1,2026-03-12,signal_inactive,L2,2,5,True,True,False,-0.9677,,,,,-2.1739,-2.0673,0.5946,-2.4194,0.6268,0.4,0.3571,1.864,0.885,-0.8611,True,,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,0.5459,-1.3994,1.9452,0.7212,shrinking,0.2785714285714286,0.1795,True,True,False,False,True,False,True,False,True,u_1,-1.5054,0.8983,-3.8622,1.3274,0.6667,-3.8622,-5.4696,0.1087,-6.4024,-1.9272,-3.8739,-14.4847,0,0.0,0.5459,0.5556,0.8734,000061_2026-03-10,,True,False,u_1,,,tuesday_gate_failed,True,True,True,True,True,True,True,0.001085776330076,0.013029315960912,0.017372421281216,-0.0054288816503801,0.011943539630836,0.019543973941368,-0.0054288816503801,0.001085776330076,0.020629750271444,-0.0054288816503801,-0.0206297502714442,0.020629750271444,-0.0293159609120522,-0.1205211726384366,0.020629750271444,-0.1357220412595006,-0.1986970684039088,0.020629750271444,-0.2041259500542889,-0.2052117263843649,0.020629750271444,-0.2366992399565689,0.0119305856832971,0.017372421281216,-0.0054288816503801,0.020629750271444,0,-0.0191489361702127,False,True,5.0,0.001085776330076,0.0162866449511398,-0.0879478827361563,-0.0792616720955483,False,0.001085776330076,0.020629750271444,3.0,2026Q1,positive,immediate_continuation,positive,immediate_continuation,neutral,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure
000061_sv_legacy_3,000061,sv_legacy,2026-03-20,2026-04-01,2,2026-04-03,signal_inactive,L2,5,5,True,True,False,-8.026,7.9108,0.8602,7.0506,1.0146,,,,,,,,-0.7535,1.864,-8.026,False,,1.0,none,completed_week,False,observation,legacy_not_passed_completed_week,False,0.1181,-4.5096,4.6276,0.77,shrinking,0.3242857142857144,0.0308,True,True,False,False,True,False,True,False,True,0_1,-9.1202,-5.3149,-9.7872,-4.1855,-6.9053,-11.2971,-7.7342,-6.9461,-11.4823,-16.5517,-11.0458,-21.2628,0,0.3542,-0.2353,0.1111,2.5882,000061_2026-03-20,False,True,False,0_1,7.9108,7.0506,completed_week,True,True,True,True,True,True,True,-0.0023584905660376,-0.0507075471698112,-0.0023584905660376,-0.0613207547169811,-0.044811320754717,-0.0023584905660376,-0.0613207547169811,-0.0518867924528301,-0.0023584905660376,-0.0613207547169811,-0.0837264150943396,-0.0023584905660376,-0.1238207547169811,-0.1639150943396227,-0.0023584905660376,-0.1662735849056603,-0.1485849056603774,-0.0023584905660376,-0.1709905660377358,-0.1261792452830189,-0.0023584905660376,-0.1709905660377358,-0.0484633569739952,-0.0023584905660376,-0.0613207547169811,-0.0023584905660376,1,-0.0496453900709219,False,True,5.0,-0.0023584905660376,-0.0023584905660376,-0.1238207547169811,-0.0837264150943396,False,,,,2026Q1,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure
000061_sv_legacy_4,000061,sv_legacy,2026-04-08,2026-04-10,2,2026-04-14,signal_inactive,L2,2,5,False,True,True,2.6648,6.5802,6.8331,-0.2529,1.0124,,,,,,,,-8.7516,-8.3726,3.244,False,,0.4,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,2.3776,0.8463,1.5314,0.9851,normal,0.3071428571428574,0.5535,True,True,True,True,True,True,False,True,False,1_1,-4.4118,0.384,-3.4301,-11.1801,-3.4301,-12.5448,-21.9432,-11.2566,-22.1277,-30.5151,-19.4646,-29.0698,1,0.5594,1.8081,0.875,0.2782,000061_2026-04-08,True,True,True,1_1,6.5802,-0.2529,midweek_partial,True,True,True,True,True,True,True,-0.0040983606557377,-0.0150273224043716,-0.0027322404371585,-0.0232240437158469,-0.012295081967213,0.0,-0.0232240437158469,-0.0136612021857924,0.0,-0.0286885245901639,-0.0027322404371585,0.0191256830601092,-0.0286885245901639,0.0245901639344261,0.0341530054644809,-0.0286885245901639,0.0177595628415301,0.0341530054644809,-0.0286885245901639,0.0081967213114753,0.0396174863387979,-0.0286885245901639,-0.0109739368998628,-0.0027322404371585,-0.0232240437158469,0.0,0,-0.0136612021857924,False,True,5.0,-0.0191256830601094,0.0191256830601092,-0.0286885245901639,0.0150273224043715,False,-0.012295081967213,0.0,2.0,2026Q2,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,positive,delayed_start,positive,delayed_start,positive,delayed_start
000061_sv_legacy_5,000061,sv_legacy,2026-04-16,2026-04-16,1,2026-04-20,signal_inactive,L2,4,5,False,True,True,2.2284,2.8789,1.4025,1.4764,0.9676,,,,,,,,1.9746,-8.7516,1.5214,False,,0.8,double_positive_efficiency_improved,midweek_partial,True,eligible,legacy_double_positive_efficiency_improved_midweek_partial,False,0.5479,0.0,0.5479,0.8583,shrinking,0.2257142857142856,0.1772,True,True,False,False,True,False,True,False,True,1_1,-0.2732,1.2135,-1.6086,-1.084,1.0184,-2.3936,-19.0687,-4.2088,-18.535,-26.2626,-16.7029,-28.6686,0,0.137,0.4104,0.75,0.4104,000061_2026-04-16,True,True,False,1_1,2.8789,1.4764,midweek_partial,True,True,True,True,True,True,True,0.0,0.0122615803814714,0.0149863760217983,-0.0122615803814714,0.0095367847411445,0.0204359673024523,-0.0122615803814714,0.0272479564032697,0.0313351498637601,-0.0122615803814714,0.0245231607629428,0.0313351498637601,-0.0122615803814714,0.005449591280654,0.0313351498637601,-0.0245231607629426,-0.0217983651226157,0.0367847411444142,-0.0245231607629426,-0.0831062670299727,0.0367847411444142,-0.0967302452316076,0.0122615803814714,0.0149863760217983,-0.0122615803814714,0.0313351498637601,0,-0.0039630118890356,False,True,5.0,0.0068119891008175,0.0313351498637601,0.0027247956403271,0.0122615803814714,False,0.0122615803814714,0.0149863760217983,1.0,2026Q2,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,negative,spike_then_fade,negative,spike_then_fade
000061_td_legacy_1,000061,td_legacy,2026-03-02,2026-03-02,1,2026-03-04,signal_inactive,L2,1,5,True,True,False,1.9737,4.3622,0.5513,3.8109,0.4525,0.9814,,1.565,9.8684,2.2623,0.2,,0.885,-1.6322,1.9737,False,False,0.2,double_positive_efficiency_improved,monday,True,eligible,legacy_double_positive_efficiency_improved_monday,False,1.9737,0.2198,1.7539,2.7337,expanding,0.2228571428571428,0.8077,False,False,True,True,True,,,True,False,1_1,0.33,1.9961,-0.4283,-1.5119,1.5173,-1.2739,-6.8437,-0.236,-9.2683,-7.7856,-3.2828,-13.649,1,0.0,1.9737,0.6154,1.6447,000061_2026-03-02,True,False,True,1_1,4.3622,3.8109,monday,True,True,True,True,True,True,True,0.0053763440860215,-0.0075268817204301,0.0301075268817203,-0.0139784946236559,-0.0193548387096773,0.0301075268817203,-0.0279569892473118,-0.0494623655913979,0.0301075268817203,-0.0526881720430107,-0.0150537634408602,0.0301075268817203,-0.0591397849462366,-0.010752688172043,0.0301075268817203,-0.0591397849462366,-0.1344086021505376,0.0301075268817203,-0.1440860215053764,-0.1956989247311827,0.0301075268817203,-0.2118279569892474,-0.0128342245989303,0.0301075268817203,-0.0139784946236559,0.0301075268817203,1,-0.0772442588726514,True,True,5.0,0.0,0.0279569892473117,-0.0204301075268819,-0.0086021505376344,False,-0.0010752688172043,0.0301075268817203,4.0,2026Q1,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade
000061_td_legacy_2,000061,td_legacy,2026-04-08,2026-04-08,1,2026-04-10,signal_inactive,L2,2,5,False,True,True,2.6648,6.5802,6.8331,-0.2529,1.0124,,,,,,,,-8.7516,-8.3726,3.244,False,,0.4,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,2.3776,0.8463,1.5314,0.9851,normal,0.3071428571428574,0.5535,True,True,True,True,True,True,False,True,False,1_1,-4.4118,0.384,-3.4301,-11.1801,-3.4301,-12.5448,-21.9432,-11.2566,-22.1277,-30.5151,-19.4646,-29.0698,1,0.5594,1.8081,0.875,0.2782,000061_2026-04-08,True,True,True,1_1,6.5802,-0.2529,midweek_partial,True,True,True,True,True,True,True,-0.0040983606557377,-0.0150273224043716,-0.0027322404371585,-0.0232240437158469,-0.012295081967213,0.0,-0.0232240437158469,-0.0136612021857924,0.0,-0.0286885245901639,-0.0027322404371585,0.0191256830601092,-0.0286885245901639,0.0245901639344261,0.0341530054644809,-0.0286885245901639,0.0177595628415301,0.0341530054644809,-0.0286885245901639,0.0081967213114753,0.0396174863387979,-0.0286885245901639,-0.0109739368998628,-0.0027322404371585,-0.0232240437158469,0.0,0,-0.0136612021857924,False,True,5.0,-0.0191256830601094,0.0191256830601092,-0.0286885245901639,0.0150273224043715,False,-0.012295081967213,0.0,2.0,2026Q2,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,positive,delayed_start,positive,delayed_start,positive,delayed_start
000061_td_legacy_3,000061,td_legacy,2026-04-14,2026-04-14,1,2026-04-16,signal_inactive,L2,2,5,False,True,True,1.6713,,,,,-0.9935,-2.2758,0.581,4.1783,0.9255,0.4,,1.9746,-8.7516,0.9682,False,False,0.4,double_positive_efficiency_improved,tuesday_A,True,eligible,legacy_double_positive_efficiency_improved_tuesday_A,False,1.108,-0.1383,1.2463,1.3994,expanding,0.2464285714285715,0.3246,False,False,True,True,True,,,False,True,1_1,1.8336,1.0241,-0.545,-7.0785,0.1097,-5.6848,-21.692,-6.9293,-22.0085,-27.51,-17.9867,-29.0573,0,0.831,0.2747,0.8125,0.4121,000061_2026-04-14,True,False,True,1_1,,,tuesday_A,True,True,True,True,True,True,True,0.0178082191780821,0.0,0.0219178082191779,-0.0027397260273972,0.0054794520547944,0.0219178082191779,-0.0068493150684931,0.0178082191780821,0.0219178082191779,-0.0068493150684931,0.0328767123287672,0.036986301369863,-0.0068493150684931,-0.0082191780821917,0.036986301369863,-0.0191780821917807,0.0164383561643834,0.0424657534246575,-0.0191780821917807,-0.054794520547945,0.0424657534246575,-0.0657534246575342,-0.0174966352624494,0.0219178082191779,-0.0027397260273972,0.0219178082191779,1,-0.0040214477211796,False,True,5.0,0.0123287671232876,0.036986301369863,0.0082191780821918,0.0178082191780821,False,0.0178082191780821,0.0219178082191779,3.0,2026Q2,neutral,direct_failure,positive,delayed_start,positive,delayed_start,positive,delayed_start,negative,spike_then_fade,positive,delayed_start,negative,spike_then_fade
000062_sv_legacy_1,000062,sv_legacy,2026-05-07,2026-05-07,1,2026-05-11,signal_inactive,L2,2,5,False,True,True,-1.3951,,,,,,,,,,,,7.5131,15.3898,1.4626,True,,0.4,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,1.5727,-0.1083,1.681,0.856,shrinking,2.4735714285714283,0.2345,True,True,False,False,True,False,True,False,True,0_1,7.3966,2.1154,-6.6534,23.9247,9.385,-6.6534,51.5824,20.1469,-6.6534,44.3444,37.5461,-6.6534,0,-2.5217,4.2003,0.7228,2.0584,000062_2026-05-07,False,True,False,0_1,,,midweek_partial,True,True,True,True,True,True,True,-0.0376401494927922,-0.0512546716497598,-0.0293646556326748,-0.0603310197544046,0.0435130806193273,0.0435130806193273,-0.0603310197544046,-0.0018686599038975,0.0544580886278696,-0.0603310197544046,-0.1014415376401494,0.0544580886278696,-0.104378003203417,-0.1129204484783769,0.0544580886278696,-0.1737853710624667,-0.1647090229578217,0.0544580886278696,-0.1865990389749066,-0.1252002135611317,0.0544580886278696,-0.2290443139348639,-0.0141470180305133,-0.0293646556326748,-0.0603310197544046,0.0544580886278696,0,-0.0534177215189873,True,True,5.0,-0.0339028296849973,0.0544580886278696,-0.1534970635344367,-0.1428190069407368,False,-0.0512546716497598,-0.0293646556326748,1.0,2026Q2,negative,direct_failure,positive,deep_drawdown_recovery,neutral,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade
000062_sv_legacy_2,000062,sv_legacy,2026-07-03,2026-07-03,1,2026-07-07,signal_inactive,L2,5,5,True,True,False,2.0956,3.0633,4.7368,-1.6735,0.6841,,,,,,,,-4.0237,11.4355,1.3325,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,1.4644,0.7871,0.6772,0.8312,shrinking,2.1221428571428573,0.212,True,True,True,True,True,True,False,True,False,1_1,-9.9883,1.5569,-6.3945,-3.2126,-1.1257,-8.6969,-6.4251,-0.8554,-10.5052,26.305,-3.099,-22.3025,1,-1.4318,2.9383,0.6031,2.5421,000062_2026-07-03,True,True,True,1_1,3.0633,-1.6735,completed_week,True,True,True,True,True,True,True,0.0545221295702373,0.0365618986529827,0.0641436818473379,-0.0054522129570236,0.0400898011545862,0.0785760102629891,-0.0054522129570236,0.0859525336754329,0.0968569595894806,-0.0054522129570236,0.0105837075048107,0.0968569595894806,-0.022771007055805,-0.2697241821680565,0.0968569595894806,-0.2777421423989736,-0.3069275176395125,0.0968569595894806,-0.3338678640153945,-0.3014753046824887,0.0968569595894806,-0.3412443874278383,-0.0170316301703163,0.0641436818473379,-0.0054522129570236,0.0968569595894806,0,-0.0099415204678363,False,True,5.0,0.0545221295702373,0.0968569595894806,-0.022771007055805,0.0105837075048107,False,,,,2026Q3,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade
000062_sv_legacy_3,000062,sv_legacy,2026-08-12,2026-08-14,2,2026-08-18,signal_inactive,L2,3,5,False,True,True,-0.0425,,,,,,,,,,,,7.5298,0.7867,0.4697,True,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,1.1608,0.0861,1.0747,0.8742,shrinking,0.8257142857142858,0.327,True,True,True,True,True,True,False,True,False,0_1,2.9204,1.2653,-0.3388,8.6408,4.6382,-0.3388,-13.4673,4.0345,-13.9356,-27.3806,-18.1095,-36.8661,1,-0.172,1.3351,0.9583,0.0861,000062_2026-08-12,False,True,True,0_1,,,midweek_partial,True,True,True,True,True,True,True,0.0093497662558434,-0.0157246068848279,0.0178495537611558,-0.0157246068848279,-0.0063748406289844,0.0178495537611558,-0.0225244368890777,0.008924776880578,0.0178495537611558,-0.0225244368890777,-0.0565235869103273,0.0178495537611558,-0.057798555036124,-0.0599235019124522,0.0178495537611558,-0.0905227369315766,0.0471738206544836,0.0624734381640459,-0.0905227369315766,-0.0046748831279217,0.0624734381640459,-0.0905227369315766,-0.0248421052631578,0.0178495537611558,-0.0157246068848279,0.0178495537611558,1,-0.0087682672233819,False,True,5.0,-0.0059498512537187,0.0140246493837652,-0.0713982150446238,-0.0484487887802804,False,-0.0063748406289844,0.0178495537611558,2.0,2026Q3,negative,direct_failure,negative,direct_failure,positive,delayed_start,negative,direct_failure,negative,direct_failure,positive,deep_drawdown_recovery,negative,spike_then_fade
000062_sv_legacy_4,000062,sv_legacy,2026-08-20,2026-08-20,1,2026-08-24,signal_inactive,L2,4,5,False,True,True,-4.9166,,,,,,,,,,,,-0.1708,7.5298,-4.876,False,,0.8,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,0.1802,-6.7619,6.942,0.5448,shrinking,0.7714285714285707,0.0519,True,True,False,False,True,False,True,False,True,0_1,-5.6524,-4.377,-7.1399,-4.5982,-4.4386,-7.1399,-0.9371,-1.6277,-7.1399,-34.0463,-19.5665,-39.235,0,1.4865,-1.2872,0.3061,0.2219,000062_2026-08-20,False,True,False,0_1,,,midweek_partial,True,True,True,True,True,True,False,-0.0089928057553958,0.0067446043165466,0.0094424460431652,-0.0175359712230216,-0.016636690647482,0.0094424460431652,-0.029226618705036,-0.004046762589928,0.0094424460431652,-0.0377697841726618,0.0157374100719422,0.0157374100719422,-0.0377697841726618,0.0881294964028776,0.1241007194244603,-0.0377697841726618,0.0382194244604314,0.1241007194244603,-0.0377697841726618,,,,0.0158802177858439,0.0094424460431652,-0.0175359712230216,0.0094424460431652,1,-0.0133630289532292,False,True,5.0,0.0071942446043165,0.1173561151079136,-0.0377697841726618,0.1173561151079136,False,0.0067446043165466,0.0094424460431652,1.0,2026Q3,positive,immediate_continuation,negative,direct_failure,negative,direct_failure,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,unknown,unknown
000062_td_legacy_1,000062,td_legacy,2026-07-03,2026-07-03,1,2026-07-07,signal_inactive,L2,5,5,True,True,False,2.0956,3.0633,4.7368,-1.6735,0.6841,,,,,,,,-4.0237,11.4355,1.3325,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,1.4644,0.7871,0.6772,0.8312,shrinking,2.1221428571428573,0.212,True,True,True,True,True,True,False,True,False,1_1,-9.9883,1.5569,-6.3945,-3.2126,-1.1257,-8.6969,-6.4251,-0.8554,-10.5052,26.305,-3.099,-22.3025,1,-1.4318,2.9383,0.6031,2.5421,000062_2026-07-03,True,True,True,1_1,3.0633,-1.6735,completed_week,True,True,True,True,True,True,True,0.0545221295702373,0.0365618986529827,0.0641436818473379,-0.0054522129570236,0.0400898011545862,0.0785760102629891,-0.0054522129570236,0.0859525336754329,0.0968569595894806,-0.0054522129570236,0.0105837075048107,0.0968569595894806,-0.022771007055805,-0.2697241821680565,0.0968569595894806,-0.2777421423989736,-0.3069275176395125,0.0968569595894806,-0.3338678640153945,-0.3014753046824887,0.0968569595894806,-0.3412443874278383,-0.0170316301703163,0.0641436818473379,-0.0054522129570236,0.0968569595894806,0,-0.0099415204678363,False,True,5.0,0.0545221295702373,0.0968569595894806,-0.022771007055805,0.0105837075048107,False,,,,2026Q3,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,negative,spike_then_fade,negative,spike_then_fade,negative,spike_then_fade
000062_td_legacy_2,000062,td_legacy,2026-08-04,2026-08-04,1,2026-08-06,signal_inactive,L2,2,5,False,True,True,4.5328,,,,,4.9514,4.6904,1.2401,11.3321,1.1076,0.4,,0.7867,-5.0944,3.7649,False,False,0.4,double_positive_efficiency_improved,tuesday_A,True,eligible,legacy_double_positive_efficiency_improved_tuesday_A,False,2.634,1.1019,1.532,1.2052,expanding,1.3278571428571433,0.4368,False,False,True,True,True,,,True,False,1_1,-0.2717,5.1163,1.9856,0.5479,3.3143,-2.418,-31.8688,-9.3734,-33.9181,-38.0416,-24.5119,-42.7848,2,0.7266,1.8936,0.8387,0.4509,000062_2026-08-04,True,False,True,1_1,,,tuesday_A,True,True,True,True,True,True,True,-0.0030973451327434,0.0296460176991149,0.0380530973451327,-0.0048672566371681,0.0172566371681415,0.0380530973451327,-0.0048672566371681,0.036283185840708,0.0398230088495574,-0.0048672566371681,0.0292035398230088,0.0446902654867256,-0.0048672566371681,0.0535398230088495,0.0597345132743361,-0.0048672566371681,-0.0199115044247787,0.0597345132743361,-0.0530973451327433,0.0800884955752212,0.0995575221238938,-0.0530973451327433,0.0328450954283177,0.0380530973451327,-0.0048672566371681,0.0398230088495574,0,-0.0034042553191488,False,True,5.0,0.0415929203539822,0.0597345132743361,0.0123893805309733,0.034513274336283,False,0.036283185840708,0.0398230088495574,3.0,2026Q3,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,positive,immediate_continuation,negative,spike_then_fade,positive,deep_drawdown_recovery
000062_td_legacy_3,000062,td_legacy,2026-08-12,2026-08-12,1,2026-08-14,signal_inactive,L2,3,5,False,True,True,-0.0425,,,,,,,,,,,,7.5298,0.7867,0.4697,True,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,1.1608,0.0861,1.0747,0.8742,shrinking,0.8257142857142858,0.327,True,True,True,True,True,True,False,True,False,0_1,2.9204,1.2653,-0.3388,8.6408,4.6382,-0.3388,-13.4673,4.0345,-13.9356,-27.3806,-18.1095,-36.8661,1,-0.172,1.3351,0.9583,0.0861,000062_2026-08-12,False,True,True,0_1,,,midweek_partial,True,True,True,True,True,True,True,0.0093497662558434,-0.0157246068848279,0.0178495537611558,-0.0157246068848279,-0.0063748406289844,0.0178495537611558,-0.0225244368890777,0.008924776880578,0.0178495537611558,-0.0225244368890777,-0.0565235869103273,0.0178495537611558,-0.057798555036124,-0.0599235019124522,0.0178495537611558,-0.0905227369315766,0.0471738206544836,0.0624734381640459,-0.0905227369315766,-0.0046748831279217,0.0624734381640459,-0.0905227369315766,-0.0248421052631578,0.0178495537611558,-0.0157246068848279,0.0178495537611558,1,-0.0087682672233819,False,True,5.0,-0.0059498512537187,0.0140246493837652,-0.0713982150446238,-0.0484487887802804,False,-0.0063748406289844,0.0178495537611558,2.0,2026Q3,negative,direct_failure,negative,direct_failure,positive,delayed_start,negative,direct_failure,negative,direct_failure,positive,deep_drawdown_recovery,negative,spike_then_fade
000063_td_legacy_1,000063,td_legacy,2026-02-26,2026-02-26,1,,,L2,3,5,True,True,False,2.9082,3.5689,0.9783,2.5906,1.3581,,,,,,,,2.341,-5.6638,3.7944,False,,0.6,double_positive_efficiency_improved,midweek_partial,True,eligible,legacy_double_positive_efficiency_improved_midweek_partial,False,1.607,0.503,1.1039,1.2674,expanding,0.9435714285714282,0.6465,False,False,True,True,True,,,True,False,1_1,1.0112,2.7054,0.9686,1.8787,3.5103,0.9686,-1.6325,1.0043,-5.3265,-0.2889,-1.6105,-19.2589,2,0.0263,1.5802,0.8132,0.4477,000063_2026-02-26,True,False,True,1_1,3.5689,2.5906,midweek_partial,True,True,True,True,True,True,True,-0.0121856365050556,0.0020741508944774,0.0072595281306715,-0.0210007778065854,-0.0189266269121077,0.0072595281306715,-0.0280010370754472,-0.0471869328493648,0.0150375939849622,-0.0490018148820327,-0.017889551464869,0.0150375939849622,-0.0562613430127042,-0.037593984962406,0.0150375939849622,-0.0977443609022555,-0.0834845735027223,0.0150375939849622,-0.0977443609022555,-0.1527093596059113,0.0150375939849622,-0.1729323308270676,0.0144356955380575,0.0072595281306715,-0.0210007778065854,0.0150375939849622,0,-0.0613026819923371,False,True,5.0,-0.0158154005703914,0.0150375939849622,-0.0562613430127042,-0.0303344568317345,False,0.0020741508944774,0.0072595281306715,1.0,2026Q1,positive,immediate_continuation,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure
000065_sv_legacy_1,000065,sv_legacy,2026-01-27,2026-01-27,1,2026-01-29,signal_inactive,L2,2,5,True,True,False,-1.0828,,,,,-4.0043,-4.9902,0.8603,-2.7069,0.687,0.4,0.0,8.984,-3.7964,-1.4638,False,,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,0.0782,-1.5408,1.6191,0.7429,shrinking,0.4192857142857145,0.0239,True,True,False,False,True,False,True,False,True,u_1,3.231,0.7404,-5.748,3.6496,3.2534,-5.748,1.6706,3.9204,-5.748,15.343,5.4106,-6.369,0,0.1565,-0.0781,0.6857,0.7812,000065_2026-01-27,,True,False,u_1,,,tuesday_gate_failed,True,True,True,True,True,True,True,-0.0007818608287724,-0.001563721657545,0.0078186082877247,-0.0195465207193119,-0.0164190774042221,0.0078186082877247,-0.0218921032056295,-0.0132916340891321,0.0078186082877247,-0.0304925723221266,-0.0242376856919468,0.0078186082877247,-0.053948397185301,-0.071931196247068,0.014855355746677,-0.0766223612197029,-0.0437842064112588,0.014855355746677,-0.0813135261923377,0.0523846755277559,0.0664581704456606,-0.0813135261923377,-0.0007824726134586,0.0078186082877247,-0.0195465207193119,0.0078186082877247,1,-0.0209464701318851,False,True,5.0,-0.0109460516028147,0.014855355746677,-0.0672400312744332,-0.0594214229867083,False,-0.0132916340891321,0.0078186082877247,3.0,2026Q1,neutral,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,negative,direct_failure,positive,deep_drawdown_recovery
