signal_id,code,date,weekly_passed,sv_legacy,td_legacy,weekly_daily_cell,t_eff,eff_delta,weekday_path,matured_1,matured_3,matured_30,overnight_gap,fwd1,fwd2,matured_2,fwd3,fwd30,next_day_open_to_close,next_day_high_vs_signal_close,next_day_low_vs_signal_close,peak3_return,peak3_session_offset,giveback_from_peak3,early3_up_then_flat,mae3_full,mfe3_full,mae30_full,mfe30_full,matured_week,next_week_sessions,next_week_open_gap,next_week_high,next_week_low,next_week_return,matured_week_remaining,week_remaining_return,week_remaining_high,week_remaining_sessions
000723_2026-03-16,000723,2026-03-16,False,False,False,0_0,0.7902,-0.5133,monday,True,True,True,0.01851851851851838,0.025925925925925908,-0.014814814814814836,True,-0.024074074074074026,-0.18148148148148158,0.0072727272727273196,0.04999999999999982,-0.016666666666666607,0.04999999999999982,1,-0.07054673721340377,True,-0.02592592592592602,0.04999999999999982,-0.20925925925925926,0.04999999999999982,True,5.0,-0.05185185185185193,-0.031481481481481444,-0.10185185185185186,-0.0814814814814816,False,-0.06666666666666676,0.04999999999999982,4.0
000723_2026-03-18,000723,2026-03-18,False,False,False,0_0,,,midweek_partial,True,True,True,0.011278195488721776,-0.009398496240601517,-0.052631578947368474,True,-0.07330827067669188,-0.16165413533834594,-0.020446096654274992,0.03007518796992481,-0.011278195488721887,0.03007518796992481,1,-0.10036496350364976,True,-0.07518796992481214,0.03007518796992481,-0.19736842105263153,0.03007518796992481,True,5.0,-0.03759398496240607,-0.016917293233082664,-0.08834586466165406,-0.06766917293233088,False,-0.052631578947368474,0.03007518796992481,2.0
000723_2026-03-20,000723,2026-03-20,False,False,False,0_0,8.9805,8.2545,completed_week,True,True,True,0.015873015873015817,-0.02182539682539686,0.011904761904762085,True,0.007936507936507908,-0.14087301587301582,-0.03710937500000011,0.037698412698412787,-0.023809523809523836,0.037698412698412787,1,-0.028680688336520155,True,-0.037698412698412564,0.037698412698412787,-0.15277777777777768,0.037698412698412787,True,5.0,0.015873015873015817,0.037698412698412787,-0.037698412698412564,-0.015873015873015928,False,,,
000723_2026-03-24,000723,2026-03-24,,True,False,0_1,,,tuesday_gate_failed,True,True,True,-0.015686274509803977,-0.0039215686274510775,-0.02352941176470591,True,-0.027450980392156987,-0.16862745098039222,0.01195219123505975,0.0019607843137254832,-0.03333333333333344,0.0019607843137254832,1,-0.02935420743639927,False,-0.0372549019607844,0.0019607843137254832,-0.1705882352941176,0.0019607843137254832,True,5.0,-0.025490196078431504,-0.0039215686274510775,-0.13333333333333341,-0.13333333333333341,False,-0.027450980392156987,0.0019607843137254832,3.0
000723_2026-03-26,000723,2026-03-26,False,False,False,0_0,,,midweek_partial,True,True,True,-0.012048192771084487,-0.004016064257028162,-0.014056224899598457,True,-0.05421686746987964,-0.1706827309236949,0.008130081300812941,0.010040160642570184,-0.014056224899598457,0.02008032128514059,0,-0.07283464566929132,False,-0.05622489959839361,0.02008032128514059,-0.1807228915662651,0.02008032128514059,True,5.0,-0.002008032128514192,0.02008032128514059,-0.11244979919678721,-0.11244979919678721,False,-0.004016064257028162,0.010040160642570184,1.0
000723_2026-03-30,000723,2026-03-30,False,False,False,0_0,5.3488,-2.8479,monday,True,True,True,-0.010183299389001976,-0.04073319755600813,-0.03054989816700615,True,-0.05702647657841142,-0.1792260692464358,-0.030864197530864224,-0.0020366598778003286,-0.04276985743380857,-0.0020366598778003286,1,-0.055102040816326636,False,-0.05906313645621186,-0.0020366598778003286,-0.18329938900203668,-0.0020366598778003286,True,4.0,-0.07128309572301417,-0.06109979633401219,-0.09164969450101834,-0.07942973523421581,False,-0.09979633401221999,-0.0020366598778003286,4.0
000726_2026-01-05,000726,2026-01-05,False,False,False,0_0,2.2468,1.5475,monday,True,True,True,-0.0014064697609000865,0.009845288326300938,0.00843881856540074,True,0.005625879043600568,0.06891701828410701,0.011267605633802802,0.009845288326300938,-0.002812939521800395,0.019690576652601877,0,-0.013793103448275779,False,-0.002812939521800395,0.019690576652601877,-0.002812939521800395,0.12939521800281284,True,5.0,0.012658227848101333,0.03797468354430378,-0.0014064697609000865,0.011251758087201136,False,0.012658227848101333,0.019690576652601877,4.0
000726_2026-01-07,000726,2026-01-07,True,False,False,1_0,0.2526,-0.721,midweek_partial,True,True,True,0.002789400278940146,-0.002789400278939924,0.004184100418409997,True,0.0069735006973501434,0.06694560669456062,-0.0055632823365785455,0.004184100418409997,-0.00557880055788007,0.009762900976290068,0,-0.002762430939226568,False,-0.009762900976290068,0.009762900976290068,-0.009762900976290068,0.11994421199442118,True,5.0,0.004184100418409997,0.029288702928870203,-0.009762900976290068,0.002789400278940146,False,0.004184100418409997,0.004184100418409997,2.0
000726_2026-01-09,000726,2026-01-09,True,False,False,1_0,0.4084,-0.5652,completed_week,True,True,True,0.0,0.002777777777777768,0.00694444444444442,True,-0.00694444444444442,0.05138888888888893,0.002777777777777768,0.005555555555555536,-0.008333333333333304,0.02499999999999991,0,-0.031165311653116423,False,-0.01388888888888884,0.02499999999999991,-0.01388888888888884,0.11527777777777759,True,5.0,0.0,0.02499999999999991,-0.01388888888888884,-0.001388888888888884,False,,,
000726_2026-01-13,000726,2026-01-13,True,False,True,1_1,,,tuesday_A,True,True,True,0.0,-0.013793103448275779,-0.013793103448275779,True,-0.008275862068965467,0.016551724137931156,-0.013793103448275779,0.0027586206896552667,-0.020689655172413723,0.0027586206896552667,1,-0.011004126547455306,False,-0.020689655172413723,0.0027586206896552667,-0.020689655172413723,0.10758620689655163,True,5.0,-0.006896551724137945,0.10758620689655163,-0.0096551724137931,0.08413793103448275,False,-0.008275862068965467,0.0027586206896552667,3.0
000726_2026-01-15,000726,2026-01-15,False,False,False,0_0,,,midweek_partial,True,True,True,0.006993006993006867,0.005594405594405494,0.018181818181818077,True,0.04335664335664324,0.058741258741258795,-0.001388888888888884,0.01538461538461533,0.0,0.04335664335664324,0,0.0,False,0.0,0.04335664335664324,0.0,0.12307692307692286,True,5.0,0.006993006993006867,0.12307692307692286,0.00419580419580412,0.09930069930069929,False,0.005594405594405494,0.01538461538461533,1.0
000726_2026-01-19,000726,2026-01-19,False,False,False,0_0,0.1191,-1.0045,monday,True,True,True,0.0013736263736263687,0.024725274725274637,0.016483516483516425,True,0.039835164835164916,0.03296703296703307,0.023319615912208436,0.024725274725274637,-0.0027472527472528485,0.04258241758241743,0,-0.0026350461133068936,False,-0.0027472527472528485,0.04258241758241743,-0.0027472527472528485,0.10302197802197788,True,5.0,0.07967032967032961,0.08241758241758235,0.03846153846153855,0.07005494505494503,False,0.07967032967032961,0.10302197802197788,4.0
000726_2026-01-21,000726,2026-01-21,True,False,False,1_0,2.198,2.0591,midweek_partial,True,True,True,0.0,0.02297297297297307,0.06216216216216219,True,0.0418918918918918,0.024324324324324298,0.02297297297297307,0.025675675675675524,-0.0013513513513513375,0.08513513513513504,0,-0.03985056039850554,False,-0.0013513513513513375,0.08513513513513504,-0.005405405405405461,0.08513513513513504,True,5.0,0.06216216216216219,0.06486486486486487,0.021621621621621623,0.05270270270270272,False,0.06216216216216219,0.08513513513513504,2.0
