signal_id,code,date,weekly_passed,sv_legacy,td_legacy,weekly_daily_cell,t_eff,eff_delta,weekday_path,matured_1,matured_2,matured_3,matured_5,matured_10,matured_15,matured_20,overnight_gap,fwd1,mfe1_full,mae1_full,fwd2,mfe2_full,mae2_full,fwd3,mfe3_full,mae3_full,fwd5,mfe5_full,mae5_full,fwd10,mfe10_full,mae10_full,fwd15,mfe15_full,mae15_full,fwd20,mfe20_full,mae20_full,next_day_open_to_close,next_day_high_vs_signal_close,next_day_low_vs_signal_close,peak3_return,peak3_session_offset,giveback_from_peak3,early3_up_then_flat,matured_week,next_week_sessions,next_week_open_gap,next_week_high,next_week_low,next_week_return,matured_week_remaining,week_remaining_return,week_remaining_high,week_remaining_sessions
000006_2026-02-10,000006,2026-02-10,,False,False,u_0,,,tuesday_gate_failed,True,True,True,True,True,True,True,0.00324324324324321,0.0108108108108107,0.025945945945945903,-0.00432432432432428,-0.005405405405405239,0.025945945945945903,-0.017297297297297343,0.019459459459459483,0.0637837837837838,-0.017297297297297343,0.046486486486486456,0.06486486486486487,-0.017297297297297343,-0.0745945945945945,0.06486486486486487,-0.10162162162162158,-0.01297297297297284,0.06486486486486487,-0.10162162162162158,-0.00108108108108107,0.06486486486486487,-0.10162162162162158,0.007543103448275801,0.025945945945945903,-0.00432432432432428,0.0637837837837838,0,-0.04166666666666663,False,False,,,,,,False,0.019459459459459483,0.0637837837837838,3.0
000006_2026-02-12,000006,2026-02-12,False,False,False,0_0,0.2269,-1.8186,midweek_partial,True,True,True,True,True,True,True,0.0021739130434781373,0.02499999999999991,0.06956521739130417,0.0,0.007608695652173703,0.06956521739130417,0.0,0.05217391304347818,0.07065217391304324,0.0,0.008695652173912771,0.07065217391304324,-0.006521739130434856,-0.007608695652173925,0.07065217391304324,-0.09673913043478266,-0.01847826086956539,0.07065217391304324,-0.09673913043478266,-0.04565217391304366,0.07065217391304324,-0.09673913043478266,0.022776572668112616,0.06956521739130417,0.0,0.07065217391304324,0,-0.017258883248730927,False,False,,,,,,False,0.02499999999999991,0.06956521739130417,1.0
000006_2026-02-24,000006,2026-02-24,,False,False,u_0,,,tuesday_gate_failed,True,True,True,True,True,True,True,0.0,0.04422869471413171,0.06256742179072283,-0.003236245954692518,0.005393743257821049,0.06256742179072283,-0.003236245954692518,0.0010787486515642097,0.06256742179072283,-0.014023732470334282,-0.07659115426105711,0.06256742179072283,-0.08198489751887805,-0.014023732470334282,0.06256742179072283,-0.10355987055016169,-0.023732470334411948,0.06256742179072283,-0.10355987055016169,-0.08953613807982741,0.06256742179072283,-0.13700107874865153,0.04422869471413171,0.06256742179072283,-0.003236245954692518,0.06256742179072283,1,-0.05786802030456861,True,True,5.0,-0.023732470334411948,0.005393743257821049,-0.10355987055016169,-0.015102481121898492,False,0.0010787486515642097,0.06256742179072283,3.0
000006_2026-02-26,000006,2026-02-26,False,False,False,0_0,,,midweek_partial,True,True,True,True,True,True,True,0.0,-0.0042918454935623185,0.0,-0.01931330472102999,-0.04077253218884125,0.0,-0.05364806866952787,-0.08154506437768239,0.0,-0.08690987124463523,-0.06545064377682397,0.0,-0.10836909871244638,-0.02467811158798283,0.0,-0.10836909871244638,-0.02682403433476399,0.0,-0.10836909871244638,-0.02896995708154504,0.02467811158798283,-0.14163090128755362,-0.0042918454935623185,0.0,-0.01931330472102999,0.0,1,-0.08154506437768239,False,True,5.0,-0.02896995708154504,0.0,-0.10836909871244638,-0.020386266094420513,False,-0.0042918454935623185,0.0,1.0
000006_2026-03-02,000006,2026-03-02,False,False,False,0_0,5.2904,1.9571,monday,True,True,True,True,True,True,True,-0.003355704697986517,-0.042505592841163176,0.010067114093959662,-0.04809843400447422,-0.042505592841163176,0.010067114093959662,-0.07046979865771796,-0.02572706935123026,0.010067114093959662,-0.07046979865771796,-0.010067114093959662,0.04250559284116351,-0.07046979865771796,0.024608501118568382,0.04250559284116351,-0.07046979865771796,-0.0917225950782996,0.04250559284116351,-0.10514541387024601,-0.01118568232662187,0.06823266219239388,-0.10514541387024601,-0.03928170594837255,0.010067114093959662,-0.04809843400447422,0.010067114093959662,1,-0.03543743078626782,False,True,5.0,0.008948545861297452,0.03020134228187943,-0.03467561521252782,0.010067114093959662,False,0.021252796420581754,0.04250559284116351,4.0
000006_2026-03-04,000006,2026-03-04,False,False,False,0_0,,,midweek_partial,True,True,True,True,True,True,True,0.01869158878504673,0.017523364485981352,0.050233644859813076,0.010514018691588856,0.06658878504672905,0.08878504672897192,0.004672897196261516,0.0338785046728971,0.08878504672897192,0.004672897196261516,0.06658878504672905,0.08878504672897192,0.004672897196261516,0.07943925233644866,0.08878504672897192,0.004672897196261516,0.03504672897196248,0.08878504672897192,-0.06542056074766356,0.03621495327102808,0.11565420560747675,-0.06542056074766356,-0.0011467889908256534,0.050233644859813076,0.010514018691588856,0.08878504672897192,0,-0.0504291845493563,False,True,5.0,0.05373831775700921,0.0759345794392523,0.008177570093457875,0.05490654205607459,False,0.06658878504672905,0.08878504672897192,2.0
000006_2026-03-06,000006,2026-03-06,True,False,False,1_0,0.8703,-2.463,completed_week,True,True,True,True,True,True,True,-0.012048192771084487,-0.030668127053669392,-0.00766703176341732,-0.05476451259583792,0.0010952902519167917,0.006571741511500306,-0.05476451259583792,0.0,0.006571741511500306,-0.05476451259583792,-0.010952902519167695,0.008762322015334112,-0.05476451259583792,-0.03833515881708671,0.018619934282584794,-0.05476451259583792,-0.01533406352683464,0.04600219058050392,-0.12376779846659369,-0.10733844468784226,0.04600219058050392,-0.12376779846659369,-0.018847006651884657,-0.00766703176341732,-0.05476451259583792,0.006571741511500306,0,-0.006528835690968293,False,True,5.0,-0.012048192771084487,0.008762322015334112,-0.05476451259583792,-0.010952902519167695,False,,,
000006_2026-03-10,000006,2026-03-10,True,True,False,1_1,,,tuesday_B,True,True,True,True,True,True,True,0.0,-0.001094091903719896,0.00547045951859948,-0.01094091903719907,-0.005470459518599591,0.00547045951859948,-0.020787746170678245,-0.012035010940919189,0.007658643326039494,-0.020787746170678245,-0.009846827133479175,0.013129102844638973,-0.020787746170678245,-0.07658643326039394,0.017505470459518557,-0.12472647702407003,-0.05908096280087538,0.0448577680525164,-0.12472647702407003,-0.057986870897155485,0.0448577680525164,-0.12691466083150982,-0.001094091903719896,0.00547045951859948,-0.01094091903719907,0.007658643326039494,0,-0.019543973941368198,False,True,5.0,-0.015317286652078876,0.017505470459518557,-0.03938730853391703,-0.03938730853391703,False,-0.012035010940919189,0.007658643326039494,3.0
000006_2026-03-12,000006,2026-03-12,True,False,False,1_0,1.1148,0.2308,midweek_partial,True,True,True,True,True,True,True,-0.0066006600660066805,-0.0066006600660066805,0.013201320132013361,-0.012101210121012063,0.007700770077007757,0.013201320132013361,-0.013201320132013139,-0.004400440044004306,0.018701870187018743,-0.013201320132013139,-0.002200220022002153,0.02310231023102327,-0.013201320132013139,-0.004400440044004306,0.050605060506050625,-0.11991199119911988,-0.018701870187018743,0.050605060506050625,-0.11991199119911988,-0.04510451045104513,0.050605060506050625,-0.12211221122112204,0.0,0.013201320132013361,-0.012101210121012063,0.018701870187018743,0,-0.022678185745140245,False,True,5.0,-0.00990099009900991,0.02310231023102327,-0.034103410341034146,-0.034103410341034146,False,-0.0066006600660066805,0.013201320132013361,1.0
000006_2026-03-16,000006,2026-03-16,True,False,False,1_0,8.838,8.7271,monday,True,True,True,True,True,True,True,0.0010917030567685337,-0.012008733624454093,0.01091703056768556,-0.012008733624454093,0.008733624454148492,0.01091703056768556,-0.017467248908296984,-0.009825327510917026,0.015283842794759916,-0.018558951965065518,-0.11353711790393006,0.015283842794759916,-0.1266375545851528,-0.03493449781659397,0.042576419213973926,-0.1266375545851528,-0.0960698689956333,0.042576419213973926,-0.12882096069868987,-0.033842794759825434,0.042576419213973926,-0.12882096069868987,-0.013086150490730586,0.01091703056768556,-0.012008733624454093,0.015283842794759916,0,-0.02473118279569897,False,True,5.0,-0.066593886462882,0.042576419213973926,-0.1266375545851528,-0.018558951965065518,False,-0.04148471615720528,0.015283842794759916,4.0
000006_2026-03-18,000006,2026-03-18,True,False,False,1_0,4.3281,4.2172,midweek_partial,True,True,True,True,True,True,True,-0.010822510822510734,-0.018398268398268414,0.006493506493506551,-0.027056277056277,-0.04978354978354993,0.006493506493506551,-0.04978354978354993,-0.1212121212121211,0.006493506493506551,-0.1341991341991342,-0.04112554112554123,0.006493506493506551,-0.1341991341991342,-0.04004329004328999,0.03354978354978355,-0.1341991341991342,-0.07792207792207795,0.03354978354978355,-0.13636363636363635,0.017316017316017396,0.03354978354978355,-0.13636363636363635,-0.007658643326039383,0.006493506493506551,-0.027056277056277,0.006493506493506551,1,-0.12688172043010748,False,True,5.0,-0.07467532467532467,0.03354978354978355,-0.1341991341991342,-0.027056277056277,False,-0.04978354978354993,0.006493506493506551,2.0
000006_2026-03-20,000006,2026-03-20,False,False,False,0_0,2.2502,2.1393,completed_week,True,True,True,True,True,True,True,-0.026195899772209374,-0.07517084282460118,-0.021640091116173044,-0.08883826879271062,-0.038724373576309756,-0.021640091116173044,-0.08883826879271062,0.009111617312072884,0.03530751708428248,-0.08883826879271062,0.023917995444191487,0.08769931662870167,-0.08883826879271062,-0.0717539863325739,0.08769931662870167,-0.08883826879271062,-0.0227790432801821,0.08769931662870167,-0.09111617312072884,0.10820045558086577,0.1161731207289296,-0.09111617312072884,-0.05029239766081872,-0.021640091116173044,-0.08883826879271062,0.03530751708428248,0,-0.025302530253025313,True,True,5.0,-0.026195899772209374,0.08769931662870167,-0.08883826879271062,0.023917995444191487,False,,,
000006_2026-03-26,000006,2026-03-26,True,False,False,1_0,5.0741,2.6297,midweek_partial,True,True,True,True,True,True,True,-0.016574585635359185,-0.006629834254143652,-0.0022099447513813653,-0.027624309392265234,-0.023204419889502836,-0.0022099447513813653,-0.03646408839779003,-0.04972375690607744,-0.0011049723756906271,-0.04972375690607744,-0.01436464088397793,0.013259668508287303,-0.04972375690607744,-0.04088397790055265,0.013259668508287303,-0.1182320441988951,0.0574585635359115,0.07292817679558006,-0.1182320441988951,0.0917127071823205,0.10939226519337009,-0.1182320441988951,0.010112359550561889,-0.0022099447513813653,-0.027624309392265234,-0.0011049723756906271,0,-0.0486725663716816,False,True,5.0,-0.020994475138121693,0.013259668508287303,-0.10607734806629843,-0.09944751381215478,False,-0.006629834254143652,-0.0022099447513813653,1.0
000006_2026-03-30,000006,2026-03-30,False,False,False,0_0,1.8505,-3.2957,monday,True,True,True,True,True,True,True,-0.0033936651583709176,-0.02714932126696834,0.022624434389140413,-0.02714932126696834,0.0033936651583712507,0.022624434389140413,-0.02714932126696834,0.009049773755656076,0.03733031674208154,-0.02714932126696834,-0.06334841628959287,0.03733031674208154,-0.09728506787330315,0.0011312217194570096,0.03733031674208154,-0.09728506787330315,0.09389140271493224,0.11877828054298645,-0.09728506787330315,0.03846153846153855,0.1357466063348418,-0.09728506787330315,-0.02383654937570956,0.022624434389140413,-0.02714932126696834,0.03733031674208154,0,-0.02726281352235549,True,True,4.0,-0.07692307692307687,0.006787330316742057,-0.09728506787330315,-0.018099547511312264,False,-0.07805429864253388,0.03733031674208154,4.0
000007_2026-01-05,000007,2026-01-05,True,False,False,1_0,2.1784,1.4742,monday,True,True,True,True,True,True,True,0.0008680555555555802,0.0078125,0.04947916666666674,0.0,-0.0017361111111110494,0.04947916666666674,-0.01041666666666663,0.05555555555555558,0.07291666666666674,-0.01041666666666663,0.030381944444444642,0.11805555555555558,-0.01041666666666663,-0.01475694444444442,0.11805555555555558,-0.03645833333333337,0.01736111111111116,0.11805555555555558,-0.05381944444444442,-0.04600694444444442,0.11805555555555558,-0.07812499999999989,0.006938421509106618,0.04947916666666674,0.0,0.07291666666666674,0,-0.016181229773462702,False,True,5.0,0.0590277777777779,0.07638888888888906,-0.0347222222222221,-0.0190972222222221,False,0.05729166666666674,0.11805555555555558,4.0
000007_2026-01-07,000007,2026-01-07,False,False,False,0_0,0.4756,-0.2286,midweek_partial,True,True,True,True,True,True,True,0.0,0.05739130434782602,0.07478260869565223,-0.006086956521739184,0.05913043478260871,0.1200000000000001,-0.006086956521739184,0.032173913043478386,0.1200000000000001,-0.006086956521739184,0.0017391304347824654,0.1200000000000001,-0.008695652173912993,-0.019130434782608785,0.1200000000000001,-0.05217391304347818,-0.02869565217391301,0.1200000000000001,-0.05217391304347818,-0.02608695652173909,0.1200000000000001,-0.0765217391304347,0.05739130434782602,0.07478260869565223,-0.006086956521739184,0.1200000000000001,0,-0.07841614906832295,True,True,5.0,0.0608695652173914,0.07826086956521738,-0.03304347826086951,-0.017391304347825987,False,0.05913043478260871,0.1200000000000001,2.0
000007_2026-01-09,000007,2026-01-09,True,False,False,1_0,2.7595,2.0553,completed_week,True,True,True,True,True,True,True,0.0016420361247948545,-0.02545155993431847,0.01806239737274229,-0.04269293924466333,-0.04105090311986859,0.01806239737274229,-0.04515599343185539,-0.054187192118226646,0.01806239737274229,-0.064039408866995,-0.07224958949096871,0.01806239737274229,-0.0870279146141214,-0.05254515599343179,0.01806239737274229,-0.1050903119868637,-0.10673234811165833,0.01806239737274229,-0.12807881773399,-0.029556650246305383,0.01806239737274229,-0.12807881773399,-0.02704918032786885,0.01806239737274229,-0.04269293924466333,0.01806239737274229,1,-0.07096774193548394,False,True,5.0,0.0016420361247948545,0.01806239737274229,-0.0870279146141214,-0.07224958949096871,False,,,
000007_2026-01-13,000007,2026-01-13,,False,False,u_0,,,tuesday_gate_failed,True,True,True,True,True,True,True,0.0,-0.013698630136986356,0.011130136986301498,-0.023972602739726012,-0.0351027397260274,0.011130136986301498,-0.04195205479452058,-0.03253424657534243,0.011130136986301498,-0.04794520547945191,-0.05993150684931503,0.011130136986301498,-0.06506849315068497,-0.017979452054794454,0.018835616438356295,-0.06678082191780821,-0.041095890410958735,0.018835616438356295,-0.09075342465753411,0.04023972602739723,0.06849315068493156,-0.09075342465753411,-0.013698630136986356,0.011130136986301498,-0.023972602739726012,0.011130136986301498,1,-0.04318374259102453,False,True,5.0,-0.03595890410958902,0.018835616438356295,-0.06678082191780821,-0.011986301369862895,False,-0.03253424657534243,0.011130136986301498,3.0
000007_2026-01-15,000007,2026-01-15,False,False,False,0_0,,,midweek_partial,True,True,True,True,True,True,True,0.0008873114463177068,0.0026619343389531203,0.025732031943212164,-0.013309671694764713,0.00709849157054121,0.025732031943212164,-0.015084294587400127,-0.02573203194321194,0.025732031943212164,-0.03105590062111796,0.006211180124223725,0.025732031943212164,-0.03283052351375326,-0.048802129547471096,0.05590062111801242,-0.05323868677905941,-0.007098491570541321,0.05590062111801242,-0.05767524401064761,0.08429458740017748,0.10736468500443674,-0.05767524401064761,0.0017730496453902678,0.025732031943212164,-0.013309671694764713,0.025732031943212164,1,-0.05017301038062283,False,True,5.0,-0.0008873114463175957,0.05590062111801242,-0.03283052351375326,0.023957409050576972,False,0.0026619343389531203,0.025732031943212164,1.0
000007_2026-01-19,000007,2026-01-19,True,True,True,1_1,6.2533,-1.1237,monday,True,True,True,True,True,True,True,0.0,-0.032599118942731264,0.002643171806167466,-0.037885462555066085,-0.006167400881057272,0.002643171806167466,-0.03964757709251099,-0.0008810572687224516,0.002643171806167466,-0.03964757709251099,0.032599118942731264,0.04845814977973584,-0.03964757709251099,-0.03171806167400881,0.04845814977973584,-0.06431718061673997,0.08370044052863457,0.09691629955947145,-0.06431718061673997,0.11894273127753308,0.14096916299559492,-0.06431718061673997,-0.032599118942731264,0.002643171806167466,-0.037885462555066085,0.002643171806167466,1,-0.0035149384885765356,False,True,5.0,0.013215859030837107,0.043171806167400906,-0.06431718061673997,-0.04140969162995589,False,0.016740088105726914,0.04845814977973584,4.0
000007_2026-01-21,000007,2026-01-21,True,False,False,1_0,0.4543,-6.9227,midweek_partial,True,True,True,True,True,True,True,0.0,0.005319148936170359,0.007978723404255428,-0.01507092198581561,0.02304964539007104,0.054964539007092306,-0.01507092198581561,0.03900709219858167,0.054964539007092306,-0.01507092198581561,-0.009751773049645363,0.054964539007092306,-0.02659574468085102,-0.007092198581560183,0.054964539007092306,-0.058510638297872175,0.07269503546099298,0.1063829787234043,-0.058510638297872175,0.16666666666666674,0.17730496453900724,-0.058510638297872175,0.005319148936170359,0.007978723404255428,-0.01507092198581561,0.054964539007092306,0,-0.015126050420168013,False,True,5.0,0.019503546099290947,0.049645390070921946,-0.058510638297872175,-0.03546099290780125,False,0.02304964539007104,0.054964539007092306,2.0
000007_2026-01-23,000007,2026-01-23,True,False,True,1_1,3.6001,-3.7769,completed_week,True,True,True,True,True,True,True,-0.0034662045060659397,0.015597920277296229,0.025996533795493937,-0.0077989601386481144,-0.006065857885615311,0.025996533795493937,-0.048526863084922045,-0.03206239168110925,0.025996533795493937,-0.048526863084922045,-0.05719237435008662,0.025996533795493937,-0.07972270363951472,0.024263431542461023,0.03986135181975725,-0.07972270363951472,0.07538994800693244,0.08145580589254764,-0.07972270363951472,0.16984402079722694,0.18630849220103962,-0.07972270363951472,0.019130434782608674,0.025996533795493937,-0.0077989601386481144,0.025996533795493937,1,-0.05658783783783783,False,True,5.0,-0.0034662045060659397,0.025996533795493937,-0.07972270363951472,-0.05719237435008662,False,,,
000007_2026-01-27,000007,2026-01-27,,False,False,u_0,,,tuesday_gate_failed,True,True,True,True,True,True,True,-0.006102877070619073,-0.026155187445510042,0.022667829119441985,-0.032258064516129115,-0.06538796861377505,0.022667829119441985,-0.06974716652136015,-0.05143853530950304,0.022667829119441985,-0.07410636442894503,-0.023539668700959027,0.022667829119441985,-0.07410636442894503,0.05928509154315598,0.08805579773321703,-0.07410636442894503,0.09938971229293792,0.13251961639058418,-0.07410636442894503,0.14821272885789005,0.1970357454228422,-0.07410636442894503,-0.02017543859649129,0.022667829119441985,-0.032258064516129115,0.022667829119441985,1,-0.07246376811594202,False,True,5.0,-0.05579773321708814,0.04620749782040101,-0.06277244986922415,0.03051438535309492,False,-0.05143853530950304,0.022667829119441985,3.0
000007_2026-01-29,000007,2026-01-29,False,False,False,0_0,,,midweek_partial,True,True,True,True,True,True,True,-0.004664179104477695,0.014925373134328401,0.03078358208955234,-0.009328358208955168,0.025186567164179108,0.05317164179104483,-0.009328358208955168,0.044776119402985204,0.05597014925373123,-0.009328358208955168,0.04384328358208944,0.057835820895522305,-0.009328358208955168,0.1399253731343284,0.16417910447761197,-0.009328358208955168,0.2705223880597014,0.27425373134328357,-0.009328358208955168,0.237873134328358,0.2807835820895521,-0.009328358208955168,0.019681349578256846,0.03078358208955234,-0.009328358208955168,0.05597014925373123,0,-0.010600706713780883,False,True,5.0,0.010261194029850706,0.11940298507462677,0.002798507462686617,0.10261194029850751,False,0.014925373134328401,0.03078358208955234,1.0
000007_2026-02-02,000007,2026-02-02,True,False,False,1_0,8.1624,2.7711,monday,True,True,True,True,True,True,True,0.0009099181073703999,0.019108280254777066,0.0300272975432212,-0.007279344858962755,0.019108280254777066,0.0300272975432212,-0.007279344858962755,0.018198362147406666,0.031847133757961776,-0.007279344858962755,0.11919927206551417,0.13284804367606928,-0.007279344858962755,0.15559599636032773,0.17834394904458617,-0.007279344858962755,0.14649681528662417,0.24931756141947226,-0.007279344858962755,0.28207461328480443,0.2875341219290264,-0.007279344858962755,0.0181818181818183,0.0300272975432212,-0.007279344858962755,0.031847133757961776,0,-0.013227513227513255,False,True,5.0,0.08007279344858964,0.13557779799818026,0.06915377616014551,0.1292083712465879,False,0.07552320291173786,0.09190172884440395,4.0
