code,date,evidence_level,session_ordinal_in_week,planned_sessions_this_week,monthly_completed_state,monthly_provisional_state,monthly_state_changed_this_month,week_realized_pct,t_eff,l_eff,eff_delta,volume_ratio_vs_prev_week,same_progress_return_delta_pct,cc_same_progress_return_delta_pct,same_progress_volume_ratio,planned_prorated_return_pct,planned_prorated_volume_ratio,early_week_evidence_strength,tuesday_recovery_ratio,prev_week_cc_pct,prev2_week_cc_pct,partial_week_cc_pct,momentum_context_positive,theory_stagnation_flag,week_completion,weekly_base_pattern,weekly_weekday_path,weekly_passed,weekly_eligibility_state,weekly_eligibility_reason,weekly_veto,r_today_pct,r_yesterday_pct,return_acceleration_pct,volume_ratio_vs_prev,activity_state,atr14_prev,atr_normalized_move,sv_raw,sv_legacy,td_raw,td_legacy,cap_passed,sv_continuation,sv_rebound,acc_continuation,acc_rebound,weekly_daily_cell,pre_return_5_pct,dist_to_prior_ma5_pct,dist_to_prior_high5_pct,pre_return_10_pct,dist_to_prior_ma10_pct,dist_to_prior_high10_pct,pre_return_20_pct,dist_to_prior_ma20_pct,dist_to_prior_high20_pct,pre_return_60_pct,dist_to_prior_ma60_pct,dist_to_prior_high60_pct,prior_up_streak,today_overnight_pct,today_intraday_pct,today_close_position,today_upper_shadow_pct
000006,2026-01-05,L2,1,5,False,True,True,-1.0173,2.9528,1.3875,1.5653,0.3445,1.8568,1.6162,0.8963,-5.0865,1.7226,0.2,,-2.3553,4.1922,-2.2111,False,,0.2,none,monday,False,observation,legacy_not_passed_monday,False,-2.2111,0.9128,-3.1238,1.1917,expanding,0.3557142857142856,-0.6185,False,False,False,False,True,,,False,False,0_0,0.2014,-2.4659,-5.9903,4.4071,-1.4584,-5.9903,0.7085,-1.8263,-8.6385,-3.3042,-13.3545,-37.2258,2,-1.206,-1.0173,0.6429,0.0
000006,2026-01-07,L2,3,5,False,True,True,-0.5086,,,,,,,,,,,,-2.3553,4.1922,-1.7085,False,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,-0.8114,1.3361,-2.1474,1.1095,expanding,0.36571428571428555,-0.2188,False,False,False,False,True,,,False,False,0_0,-3.2385,-0.6098,-3.1683,0.818,-1.2121,-5.5072,-2.2795,-1.1372,-8.169,-17.4204,-12.4937,-36.9032,1,0.0,-0.8114,0.0909,2.2312
000006,2026-01-09,L2,5,5,False,True,True,3.2553,1.5198,1.3875,0.1323,2.142,,,,,,,,-2.3553,4.1922,2.0101,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,2.3185,1.4315,0.8871,1.9218,expanding,0.3528571428571428,0.6518,False,False,True,True,True,,,True,False,1_1,0.6085,3.0666,0.6944,1.0183,2.4218,-1.9324,-2.9354,2.983,-4.6948,-28.0638,-8.1946,-34.5161,1,-0.3024,2.6289,0.5484,2.8311
000006,2026-01-13,L2,2,5,False,True,True,-4.3043,,,,,-4.6095,-4.9083,1.7141,-10.7608,1.4123,0.4,0.0,2.0101,-2.3553,-5.8128,False,,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,-3.1408,-2.7586,-0.3822,0.7527,shrinking,0.37928571428571434,-0.8173,False,False,False,False,True,,,False,False,u_0,1.4388,-3.5902,-8.3413,-2.0833,-3.5415,-8.3413,-1.3,-2.8307,-8.3413,-13.7991,-13.0277,-38.3226,0,-0.1013,-3.0426,0.0392,1.927
000006,2026-01-15,L2,4,5,False,True,True,-6.8068,,,,,,,,,,,,2.0101,-2.3553,-8.2759,False,,0.8,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,-1.5856,-1.046,-0.5396,0.74,shrinking,0.4078571428571428,-0.3678,False,False,False,False,True,,,False,False,0_0,-3.272,-4.9224,-10.7383,-3.4694,-5.1355,-10.7383,-3.666,-4.9806,-10.7383,-21.2978,-14.6237,-39.9355,0,-0.5285,-1.0627,0.3871,0.9564
000006,2026-01-21,L2,3,5,False,True,True,5.0054,7.5832,7.8078,-0.2246,1.1001,,,,,,,,-9.2611,2.0101,4.7774,False,,0.6,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,3.3191,2.0765,1.2426,2.1722,expanding,0.3835714285714286,0.8082,False,False,True,True,True,,,True,False,1_1,-2.3013,3.8304,-1.0256,-5.2738,0.7833,-7.4784,-4.499,-0.8986,-7.4784,-33.4758,-9.0695,-31.2678,1,-0.9636,4.3243,0.5618,4.2162
000006,2026-01-23,L2,5,5,False,True,True,5.9848,5.5811,7.8078,-2.2267,1.0723,,,,,,,,-9.2611,2.0101,5.7546,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,0.9326,0.0,0.9326,0.7904,shrinking,0.43,0.2093,True,True,True,True,True,False,True,False,True,1_1,3.652,3.617,-2.988,-2.7218,2.15,-6.6155,-1.7312,0.18,-6.6155,-24.6682,-7.2293,-28.8012,0,-0.1036,1.0373,0.7895,0.4149
000006,2026-02-02,L2,1,5,False,True,True,-1.0227,7.3547,7.9137,-0.559,0.1391,3.2938,1.6246,0.6497,-5.1136,0.6953,0.2,,-8.0082,5.7546,-2.7902,False,,0.2,none,monday,False,observation,legacy_not_passed_monday,False,-2.7902,-1.3216,-1.4686,0.6274,shrinking,0.435,-0.5747,False,False,False,False,True,,,False,False,0_0,-8.0082,-3.7569,-10.9407,-2.7144,-6.122,-13.247,-9.9497,-8.1369,-16.4909,-25.9504,-14.3517,-29.4737,0,-1.7857,-1.0227,0.1316,2.7273
000006,2026-02-04,L2,3,5,False,True,True,2.9545,7.8768,7.9137,-0.0369,0.6252,,,,,,,,-8.0082,5.7546,1.1161,False,,0.6,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,2.027,1.9518,0.0752,1.1383,expanding,0.40642857142857153,0.4429,False,False,True,True,True,,,True,False,1_1,-0.8929,1.6379,-1.6287,-4.9251,-1.3931,-9.761,-9.9391,-3.427,-13.1352,-27.0337,-9.918,-25.7985,1,-0.7883,2.8377,0.9259,0.227
000006,2026-02-06,L2,5,5,False,True,True,2.0455,3.4857,7.9137,-4.428,0.5868,,,,,,,,-8.0082,5.7546,0.2232,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,-0.2222,-0.6623,0.44,1.1189,expanding,0.3871428571428573,-0.0517,False,False,False,False,True,,,False,False,1_0,-0.8811,0.6501,-1.6429,-6.7358,-0.9267,-8.18,-9.2742,-3.4357,-13.9022,-24.1147,-9.862,-24.2833,0,-0.8889,0.6726,0.4848,1.9058
000006,2026-02-10,L2,2,5,False,True,True,0.7625,,,,,-0.1466,3.8995,1.1865,1.9063,1.2609,0.4,,0.2232,-8.0082,3.0067,False,False,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,-1.3859,4.4543,-5.8403,0.5841,shrinking,0.4128571428571428,-0.3149,False,False,False,False,True,,,False,False,u_0,7.6923,2.0971,-2.9381,0.7519,2.8349,-2.9381,-4.9645,0.3635,-7.9602,-18.8581,-6.4097,-22.0067,1,-0.2132,-1.1752,0.15,0.641
000006,2026-02-12,L2,4,5,False,True,True,0.2179,0.2269,2.0455,-1.8186,1.2001,,,,,,,,0.2232,-8.0082,2.4499,False,,0.8,none,midweek_partial,False,excluded,stagnation_excluded,False,-1.6043,1.0811,-2.6854,1.1985,expanding,0.3492857142857142,-0.4294,False,False,False,False,True,,,False,False,0_0,3.2009,0.087,-3.4627,4.5861,1.4892,-3.4627,-1.1628,0.0489,-8.3665,-19.2573,-6.1942,-22.4283,1,-0.3209,-1.2876,0.3929,0.5365
000006,2026-02-24,L2,1,5,False,True,True,-3.4375,,,,,-5.6161,-6.1511,0.9675,-17.1875,1.0544,0.2,,5.0111,0.2232,-1.6967,True,,0.2,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,-1.6967,2.5,-4.1967,0.6152,shrinking,0.36714285714285716,-0.4358,False,False,False,False,True,,,False,False,u_0,5.0111,-0.5578,-5.7927,5.2455,1.6002,-5.7927,2.3887,0.7499,-7.6693,-13.8813,-4.8678,-16.4865,1,1.8028,-3.4375,0.175,0.0
000006,2026-02-26,L2,3,5,False,True,True,-2.9167,,,,,,,,,,,,5.0111,0.2232,-1.1665,True,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,-3.719,4.4229,-8.1419,0.8615,shrinking,0.3814285714285713,-0.9438,False,False,False,False,True,,,False,False,0_0,4.6486,-0.7032,-5.3807,9.009,0.6479,-5.3807,3.6403,1.0408,-7.1713,-7.8095,-3.9406,-15.9603,1,0.0,-3.719,0.1489,0.4132
000006,2026-03-02,L2,1,5,True,True,False,-1.2155,5.2904,3.3333,1.9571,0.2297,2.222,-1.9671,1.0408,-6.0773,1.1487,0.2,,-1.5907,5.0111,-3.6638,False,,0.2,none,monday,False,observation,legacy_not_passed_monday,False,-3.6638,-0.4292,-3.2346,1.3608,expanding,0.3549999999999998,-0.9577,False,False,False,False,True,,,False,False,0_0,0.8696,-4.8531,-9.2386,3.1111,-4.0155,-9.2386,-3.8342,-2.7098,-9.2386,-12.8638,-7.4646,-19.3868,0,-2.4784,-1.2155,0.4444,0.442
000006,2026-03-04,L2,3,5,True,True,False,-5.4144,,,,,,,,,,,,-1.5907,5.0111,-7.7586,False,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,0.0,-4.2506,4.2506,0.6113,shrinking,0.38428571428571395,0.0,False,False,False,False,True,,,False,False,0_0,-7.6591,-6.5094,-13.0964,-8.742,-7.2388,-13.0964,-8.0559,-6.0528,-13.0964,-20.0747,-10.7714,-22.8133,0,-2.2196,2.27,0.641,1.6726
000006,2026-03-06,L2,5,5,True,True,False,0.884,0.8703,3.3333,-2.463,1.0158,,,,,,,,-1.5907,5.0111,-1.6164,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,4.822,1.7523,3.0697,1.775,expanding,0.40999999999999964,1.0244,False,False,False,False,False,,,True,False,1_0,-6.5451,3.6322,-2.0386,-6.8449,0.3848,-7.3096,-2.5727,0.5507,-7.3096,-16.4909,-4.1352,-14.2723,1,-1.0333,5.9165,0.7361,2.2042
000006,2026-03-10,L2,2,5,True,True,False,1.3304,,,,,6.7447,7.8681,1.0285,3.3259,1.1189,0.4,1.2941,-1.6164,-1.5907,0.1095,False,False,0.4,double_positive_efficiency_improved,tuesday_B,True,observation,tuesday_reversal_observation,False,3.2768,-3.0668,6.3436,0.7762,shrinking,0.43428571428571405,0.6678,True,True,False,False,True,False,True,False,True,1_1,-1.0067,4.3141,-1.9313,-6.1506,1.2182,-7.2081,-1.2277,0.6941,-7.2081,-10.4251,-3.6864,-14.1784,0,0.791,2.4664,0.8276,0.5605
000006,2026-03-12,L2,4,5,True,True,False,0.7761,1.1148,0.884,0.2308,0.8702,,,,,,,,-1.6164,-1.5907,-0.4381,False,,0.8,double_positive_efficiency_improved,midweek_partial,True,eligible,legacy_double_positive_efficiency_improved_midweek_partial,False,-0.4381,-0.1094,-0.3287,0.8126,shrinking,0.4349999999999997,-0.092,False,False,False,False,True,,,False,False,1_0,6.6589,1.0899,-2.4678,-5.6818,1.4283,-6.4815,2.8153,-0.2305,-7.7157,-9.5144,-3.9281,-14.6479,0,-0.2191,-0.2195,0.6087,0.7684
000006,2026-03-16,L2,1,5,True,True,False,1.7778,8.838,0.1109,8.7271,0.2012,3.6625,4.5065,0.6657,8.8889,1.0058,0.2,,-1.0953,-1.6164,1.4396,False,False,0.2,double_positive_efficiency_improved,monday,True,eligible,legacy_double_positive_efficiency_improved_monday,False,1.4396,-0.6601,2.0997,1.217,expanding,0.4021428571428568,0.3233,False,False,False,False,True,,,False,True,1_0,-1.0953,1.2378,-0.5429,-2.694,2.7597,-1.7167,0.3333,0.5047,-7.0051,-11.6438,-2.7928,-13.9906,0,-0.3322,1.7778,0.8636,0.3333
000006,2026-03-18,L2,3,5,True,True,False,2.6667,4.3281,0.1109,4.2172,1.0269,,,,,,,,-1.0953,-1.6164,2.3256,False,,0.6,double_positive_efficiency_improved,midweek_partial,True,eligible,legacy_double_positive_efficiency_improved_midweek_partial,False,2.0994,-1.2009,3.3003,1.1173,expanding,0.3607142857142854,0.5267,False,False,False,False,True,,,False,True,1_0,-0.9847,1.6278,-0.216,5.7243,2.8381,-0.8584,-3.5181,1.466,-6.1929,-9.5,-1.5677,-11.4094,0,0.0,2.0994,0.9231,0.221
000006,2026-03-20,L2,5,5,True,True,False,-2.4444,2.2502,0.1109,2.1393,1.0863,,,,,,,,-1.0953,-1.6164,-2.7685,False,,1.0,none,completed_week,False,observation,legacy_not_passed_completed_week,False,-3.1974,-1.8398,-1.3575,0.8894,shrinking,0.35499999999999965,-0.8169,False,False,False,False,True,,,False,False,0_0,-0.22,-3.6224,-5.5914,4.1332,-3.3997,-5.794,-2.9947,-3.4316,-10.8629,-7.6375,-6.215,-15.8198,0,0.441,-3.6224,0.0,1.427
000006,2026-03-26,L2,4,5,True,True,False,5.848,5.0741,2.4444,2.6297,1.4406,,,,,,,,-2.7685,-1.0953,3.0752,False,,0.8,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,2.1445,4.9763,-2.8318,1.172,expanding,0.38928571428571396,0.4881,False,False,False,False,True,,,False,False,1_0,-4.1126,4.5759,-2.6882,-2.9573,1.8685,-2.6882,-8.4711,1.4233,-6.893,-9.407,-2.6341,-13.2311,2,0.2257,1.9144,0.2537,5.6306
000006,2026-03-30,L2,1,5,True,True,False,-0.2257,1.8505,5.1462,-3.2957,0.122,4.8035,5.8486,0.5956,-1.1287,0.6099,0.2,,2.3918,-2.7685,-1.6685,False,,0.2,none,monday,False,observation,legacy_not_passed_monday,False,-1.6685,-0.663,-1.0055,0.9243,normal,0.36928571428571405,-0.4062,False,False,False,False,True,,,False,False,0_0,2.3918,1.7027,-7.4346,-0.443,-0.4056,-7.4346,-3.125,-0.6183,-7.4346,-8.4521,-4.6266,-15.2445,0,-1.4461,-0.2257,0.5217,1.0158
000007,2026-01-05,L2,1,5,True,True,False,0.6993,2.1784,0.7042,1.4742,0.321,0.6993,0.9627,1.1188,3.4965,1.6051,0.2,,0.439,-3.0638,0.6993,False,False,0.2,double_positive_efficiency_improved,monday,True,eligible,legacy_double_positive_efficiency_improved_monday,False,0.6993,-1.5491,2.2484,1.0271,normal,0.6092857142857147,0.1313,False,False,False,False,True,,,False,True,1_0,-3.0508,0.4009,-4.4776,-0.6944,-0.6982,-5.5738,8.9524,3.6997,-6.3415,56.9273,21.1399,-6.3415,0,0.0,0.6993,0.5263,1.5734
000007,2026-01-07,L2,3,5,True,True,False,0.5245,0.4756,0.7042,-0.2286,1.8378,,,,,,,,0.439,-3.0638,0.5245,False,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,-0.9475,0.7812,-1.7287,0.735,shrinking,0.5292857142857147,-0.2078,False,False,False,False,True,,,False,False,0_0,1.9315,-0.0869,-4.8801,-1.1915,-0.768,-5.7377,16.6834,2.1269,-6.5041,58.3902,19.171,-6.5041,2,0.7752,-1.7094,0.2222,1.2821
000007,2026-01-09,L2,5,5,True,True,False,6.4685,2.7595,0.7042,2.0553,2.3441,,,,,,,,0.439,-3.0638,6.4685,False,,1.0,double_positive_efficiency_improved,completed_week,True,eligible,legacy_double_positive_efficiency_improved_completed_week,False,0.1645,5.7391,-5.5747,0.9157,normal,0.5271428571428575,0.0379,False,False,False,False,True,,,False,False,1_0,4.6472,4.5853,-1.4563,2.8765,5.0362,-1.4563,19.685,6.4592,-1.4563,67.033,24.2561,-1.4563,1,1.8914,-1.6949,0.0909,3.9548
000007,2026-01-13,L2,2,5,True,True,False,-4.2623,,,,,-5.7483,-5.5911,1.405,-10.6557,1.1561,0.4,0.0,6.4685,0.439,-4.1051,True,,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,-1.6007,-2.5452,0.9445,0.6843,shrinking,0.5614285714285717,-0.3384,False,False,False,False,True,,,False,False,u_0,3.0382,-1.5509,-9.3168,2.6817,0.1286,-9.3168,17.6412,0.4602,-9.3168,65.0904,17.2377,-9.3168,0,0.0,-1.6007,0.119,1.5164
000007,2026-01-15,L2,4,5,True,True,False,-7.623,,,,,,,,,,,,6.4685,0.439,-7.4713,True,,0.8,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,-2.1701,-1.3699,-0.8003,0.9618,normal,0.540714285714286,-0.4624,False,False,False,False,True,,,False,False,0_0,0.1739,-5.1506,-12.5,1.4085,-3.7575,-12.5,-0.7752,-3.4979,-12.5,60.2225,11.4499,-12.5,0,-0.0868,-2.0851,0.186,0.9557
000007,2026-01-19,L2,1,5,True,True,False,0.7993,6.2533,7.377,-1.1237,0.1278,3.5042,2.9876,0.4121,3.9964,0.6391,0.2,,-7.225,6.4685,0.4425,False,False,0.2,negative_to_positive,monday,True,eligible,legacy_negative_to_positive_monday,False,0.4425,0.2662,0.1763,0.8562,shrinking,0.5264285714285716,0.095,True,True,True,True,True,True,False,True,False,1_1,-7.225,-1.5441,-8.4677,-1.2238,-2.667,-11.8789,-1.9097,-2.416,-11.8789,53.3243,10.8128,-11.8789,1,-0.354,0.7993,0.9615,0.0888
000007,2026-01-21,L2,3,5,True,True,False,0.1776,0.4543,7.377,-6.9227,0.6516,,,,,,,,-7.225,6.4685,-0.177,False,,0.6,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,2.7322,-3.2599,5.9922,1.0321,normal,0.5142857142857145,0.5833,False,False,False,False,True,,,False,True,1_0,-5.9932,-0.0354,-4.4877,-5.4264,-2.5991,-12.4224,-6.5532,-2.6327,-12.4224,48.7805,8.791,-12.4224,0,-0.7286,3.4862,0.95,0.1835
000007,2026-01-23,L2,5,5,True,True,False,2.4867,3.6001,7.377,-3.7769,0.6907,,,,,,,,-7.225,6.4685,2.1239,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,1.7637,0.5319,1.2318,2.1005,expanding,0.49428571428571466,0.4046,False,False,True,True,True,,,True,False,1_1,0.6211,2.5778,-0.173,-6.7434,0.5489,-10.4037,-4.0609,0.0303,-10.4037,53.2432,9.9013,-10.4037,2,0.2646,1.4952,0.3898,3.1662
000007,2026-01-27,L2,2,5,True,True,False,-0.2609,,,,,2.2258,2.2253,1.3185,-0.6522,1.2279,0.4,,2.1239,-7.225,-0.6066,False,,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,-2.1331,1.5598,-3.6929,1.161,expanding,0.4964285714285716,-0.5036,False,False,False,False,True,,,False,False,u_0,3.2599,0.8618,-3.6134,-1.2637,0.6317,-4.8133,1.3841,-0.5333,-10.9472,42.7527,8.0241,-10.9472,4,0.0,-2.1331,0.6364,0.256
000007,2026-01-29,L2,4,5,True,True,False,-6.7826,,,,,,,,,,,,2.1239,-7.225,-7.1057,False,,0.8,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,-4.0286,-2.6155,-1.4131,1.0424,normal,0.49785714285714316,-0.9039,False,False,False,False,True,,,False,False,0_0,-0.9752,-6.3592,-9.916,-3.0382,-5.484,-9.916,-1.6725,-6.9929,-16.7702,29.8837,0.0591,-16.7702,0,-0.5372,-3.5104,0.0943,0.8101
000007,2026-02-02,L2,1,5,True,True,False,1.4774,8.1624,5.3913,2.7711,0.181,-0.4357,-0.5488,0.9102,7.3869,0.905,0.2,,-5.7192,2.1239,1.011,False,False,0.2,negative_to_positive,monday,True,eligible,legacy_negative_to_positive_monday,False,1.011,1.4925,-0.4815,1.0501,normal,0.4585714285714288,0.2399,False,False,False,False,True,,,False,False,1_0,-5.7192,-1.8049,-7.1791,-3.7168,-2.2677,-7.6471,-4.8951,-4.0426,-14.6739,22.6607,1.9213,-14.6739,1,-0.4596,1.4774,0.4444,2.7701
000007,2026-02-04,L2,3,5,True,True,False,3.4164,8.0533,5.3913,2.662,0.707,,,,,,,,-5.7192,2.1239,2.9412,False,,0.6,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,0.0,1.9108,-1.9108,0.6246,shrinking,0.46714285714285747,0.0,False,False,False,False,True,,,False,False,1_0,-2.354,1.8923,-4.5183,2.0036,-0.276,-5.8824,-3.5314,-1.8061,-13.0435,15.8221,3.3004,-13.0435,3,0.0,0.0,0.5,0.8929
000007,2026-02-06,L2,5,5,True,True,False,9.1413,9.7959,5.3913,4.4046,0.9332,,,,,,,,-5.7192,2.1239,8.6397,False,,1.0,negative_to_positive,completed_week,True,eligible,legacy_negative_to_positive_completed_week,False,5.63,-0.0893,5.7193,3.4643,expanding,0.43357142857142883,1.453,False,False,False,False,False,,,False,True,1_0,4.3843,6.5633,4.2328,-1.3228,5.4604,-0.6723,-7.977,4.2098,-8.2298,22.1616,8.4453,-8.2298,0,-0.3575,6.009,0.7978,1.6143
000007,2026-02-10,L2,2,5,True,True,False,2.3589,,,,,-1.0575,-0.1493,1.5914,5.8972,1.41,0.4,,8.6397,-5.7192,2.7919,False,False,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,-1.2195,4.0609,-5.2804,0.7696,shrinking,0.49571428571428605,-0.3026,False,False,False,False,True,,,False,False,u_0,11.9199,5.2677,-2.4096,4.9488,7.5792,-2.4096,3.6226,7.0862,-2.4096,28.2586,10.6389,-5.6677,2,0.0813,-1.2998,0.175,1.381
000007,2026-02-12,L2,4,5,True,True,False,2.9486,3.4134,9.1413,-5.7279,1.0798,,,,,,,,8.6397,-5.7192,3.3841,False,,0.8,none,midweek_partial,False,excluded,stagnation_excluded,False,0.9917,-0.4115,1.4033,1.1582,expanding,0.49714285714285744,0.2414,False,False,False,False,True,,,False,True,0_0,8.0357,2.5856,-2.0833,8.3259,6.6783,-2.0833,5.0347,7.2071,-2.0833,22.2222,10.5116,-5.1242,0,0.2479,0.742,0.9787,0.0824
000007,2026-02-24,L2,1,5,True,True,False,0.7137,,,,,-2.9089,-1.7241,0.6556,3.5686,0.984,0.2,,4.9915,8.6397,2.3368,True,False,0.2,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,2.3368,1.5548,0.782,1.0559,normal,0.48428571428571476,0.5988,False,False,True,True,True,,,True,False,u_1,4.9915,3.7921,1.7628,14.0625,8.0116,1.7628,9.823,10.4204,1.7628,27.5437,13.9541,-1.3975,2,1.6116,0.7137,0.4444,1.9826
000007,2026-02-26,L2,3,5,True,True,False,4.3616,6.6036,4.5493,2.0543,1.1008,,,,,,,,4.9915,8.6397,6.0435,True,,0.6,double_positive_efficiency_improved,midweek_partial,True,eligible,legacy_double_positive_efficiency_improved_midweek_partial,False,4.3616,-0.7087,5.0703,1.3052,expanding,0.4657142857142862,1.181,False,False,False,False,False,,,False,True,1_0,3.786,6.0606,1.3087,12.5893,9.0307,1.3087,14.8452,12.9565,1.3087,32.7368,17.0645,1.3087,0,0.0,4.3616,0.831,0.9516
000007,2026-03-02,L2,1,5,True,True,False,0.7463,3.0227,8.0095,-4.9868,0.2469,0.0325,-3.2179,1.0812,3.7313,1.2345,0.2,,9.7502,4.9915,-0.8811,True,,0.2,none,monday,False,observation,down_day_no_partial_constraint,False,-0.8811,3.4954,-4.3765,1.0566,normal,0.4914285714285719,-0.2442,False,False,False,False,True,,,False,False,0_0,11.4566,4.6512,-1.1713,21.7158,7.9223,-1.1713,20.1058,13.8424,-1.1713,43.8226,18.6952,-1.1713,2,-1.6153,0.7463,0.7324,1.4179
000007,2026-03-04,L2,3,5,True,True,False,-1.7164,,,,,,,,,,,,9.7502,4.9915,-3.304,True,,0.6,none,midweek_partial,False,observation,legacy_not_passed_midweek_partial,False,4.5238,-6.6667,11.1905,0.7073,shrinking,0.5564285714285717,1.0244,True,False,False,False,False,False,True,False,True,0_0,-0.7874,0.5497,-4.0787,2.439,3.6437,-4.0787,7.5085,9.7454,-4.0787,28.7028,14.6796,-4.0787,0,-0.873,5.4444,0.9747,0.1601
000007,2026-03-06,L2,5,5,True,True,False,-0.9701,0.8277,8.0095,-7.1818,1.1721,,,,,,,,9.7502,4.9915,-2.5698,True,,1.0,none,completed_week,False,observation,legacy_not_passed_completed_week,False,0.2266,0.5315,-0.3049,1.0485,normal,0.6114285714285718,0.0491,False,False,False,False,True,,,False,False,0_0,0.6079,0.3327,-3.3503,9.4215,2.6851,-3.3503,18.5318,8.8687,-3.3503,21.8031,14.609,-3.3503,2,0.0,0.2266,0.1765,2.1148
000007,2026-03-10,L2,2,5,True,True,False,7.1483,,,,,13.1184,13.6683,0.8799,17.8707,1.1445,0.4,,-2.5698,9.7502,6.1794,False,False,0.4,negative_to_positive,tuesday_A,True,eligible,legacy_negative_to_positive_tuesday_A,False,6.5004,-0.3014,6.8018,1.6173,expanding,0.5585714285714287,1.5396,False,False,True,False,False,,,False,True,1_0,-2.0,7.5408,2.622,6.6076,7.4752,2.622,21.5993,13.3183,2.622,26.0,20.7852,2.622,0,0.7559,5.7014,0.9478,0.4501
000007,2026-03-12,L2,4,5,True,True,False,6.3118,7.3974,0.9701,6.4273,1.0666,,,,,,,,-2.5698,9.7502,5.3504,False,,0.8,negative_to_positive,midweek_partial,True,eligible,legacy_negative_to_positive_midweek_partial,False,-1.2014,0.4258,-1.6272,1.6298,expanding,0.6271428571428572,-0.2711,False,False,False,False,True,,,False,False,1_0,7.4412,2.8244,-2.2378,12.2125,4.305,-2.2378,26.3393,9.7633,-2.2378,42.2111,18.4645,-2.2378,2,-0.212,-0.9915,0.7091,0.1416
000007,2026-03-16,L2,1,5,True,True,False,2.6258,11.0499,4.1065,6.9434,0.2376,2.0175,3.0772,1.4977,13.1291,1.1882,0.2,,3.165,-2.5698,2.7757,False,False,0.2,double_positive_efficiency_improved,monday,True,eligible,legacy_double_positive_efficiency_improved_monday,False,2.7757,-2.0744,4.8501,1.0513,normal,0.655,0.5802,False,False,False,False,True,,,False,True,1_0,3.165,1.7501,-1.6084,0.514,4.284,-1.6084,22.3414,8.2266,-1.6084,34.7441,17.9577,-1.6084,0,0.1461,2.6258,0.7534,1.3129
000007,2026-03-18,L2,3,5,True,True,False,8.8257,12.9596,4.1065,8.8531,1.135,,,,,,,,3.165,-2.5698,8.9847,False,,0.6,double_positive_efficiency_improved,midweek_partial,True,eligible,legacy_double_positive_efficiency_improved_midweek_partial,False,2.332,3.6247,-1.2928,0.8877,shrinking,0.6899999999999998,0.4928,False,False,False,False,True,,,False,False,1_0,3.4776,5.8606,0.4714,15.7143,8.5328,0.4714,18.5366,12.7996,0.4714,44.4995,23.6481,0.4714,2,0.0,2.332,0.9091,0.3429
000007,2026-03-20,L2,5,5,True,True,False,2.2611,2.1334,4.1065,-1.9731,1.0599,,,,,,,,3.165,-2.5698,2.4105,False,,1.0,none,completed_week,False,observation,legacy_not_passed_completed_week,False,-2.7739,-3.3512,0.5773,0.7476,shrinking,0.6778571428571427,-0.5901,False,False,False,False,True,,,False,False,0_0,3.1474,-2.2042,-6.346,8.9124,-0.1425,-6.346,19.1736,3.9944,-6.346,24.2033,15.0485,-6.346,0,0.7628,-3.51,0.0933,1.17
000007,2026-03-24,L2,2,5,True,True,False,-0.288,,,,,-6.6337,-7.7136,0.766,-0.7199,0.8538,0.4,0.3768,2.4105,3.165,-1.2126,True,,0.4,none,tuesday_gate_failed,,unknown,insufficient_evidence,False,4.9242,-5.8488,10.773,0.8654,shrinking,0.667142857142857,0.9743,True,False,False,False,False,False,True,False,True,u_0,-6.1834,-2.6567,-7.4816,-0.2268,-1.8566,-7.4816,6.3658,1.7559,-7.4816,14.5833,13.0812,-7.4816,0,2.9545,1.9132,0.907,0.2943
