code,date,weekday,regime,trend,label,mom_origin,fwd5,fwd10,fwd20,mae10,mfe10,half,date_ts,industry,trend_age,amount_relative_20d,return_realized_5d,hard_gate,age_bin,volume_stagnation,fwd10_industry_peer_median,fwd10_industry_demeaned
603699,2025-07-18,4,bull,none,pullback_holds,current_week,-0.0083166999334663,-0.0232867598137059,0.0998003992015967,-0.0462408516300731,0.0485695276114437,2025H2,2025-07-18,sw_l1:801890,0.0,1.045297,0.009771,False,0-5,False,0.005137415152377801,-0.0284241749660837
603699,2025-07-22,1,bull,none,two_day_acceleration,current_week,-0.0672588832487308,0.0368020304568528,0.0466370558375635,-0.0904187817258882,0.0574238578680201,2025H2,2025-07-22,sw_l1:801890,0.0,1.28729,0.046543,False,0-5,False,0.0367376928728875,6.433758396529737e-05
603699,2025-07-23,2,bull,none,pullback_holds,current_week,-0.0394170255051341,0.1010268300761842,0.0980457105001655,-0.0503477972838688,0.1348128519377276,2025H2,2025-07-23,sw_l1:801890,0.0,1.281198,0.003665,False,0-5,False,0.065677966101695,0.03534886397448919
603699,2025-08-20,2,bull,ma_bull,pullback_holds,current_week,-0.0316551100391921,0.033463973470003,0.1272233946337051,-0.0349713596623456,0.0823032861018993,2025H2,2025-08-20,sw_l1:801890,0.0,0.915712,0.004545,True,0-5,False,-0.0794817927170868,0.1129457661870898
603699,2025-09-04,3,mid,ma_bull,pullback_holds,current_week,0.073559822747415,0.122599704579025,0.2901033973412112,-0.0138847858197931,0.1719350073855243,2025H2,2025-09-04,sw_l1:801890,3.0,1.04756,0.041602,True,0-5,False,0.1263157894736843,-0.0037160848946592995
603699,2025-09-11,3,bull,ma_bull,two_day_acceleration,current_week,0.0453920220082531,0.2159559834938103,0.1691884456671251,-0.0401650618982118,0.2442916093535077,2025H2,2025-09-11,sw_l1:801890,8.0,1.08936,0.075148,True,6-20,False,0.03320058607496505,0.18275539741884522
603699,2025-09-29,0,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0355928360915892,-0.0299251870324189,0.2344139650872818,-0.0605304919519383,0.0718657900702788,2025H2,2025-09-29,sw_l1:801890,20.0,1.15466,0.110302,True,6-20,False,0.0348345932775209,-0.0647597803099398
603699,2025-10-15,2,bull,ma_bull,shrinking_volume_acceleration,current_week,0.0053253067839778,0.2479740680713129,0.1576753878212549,-0.0270896040750172,0.2549201203982405,2025H2,2025-10-15,sw_l1:801890,0.0,0.491824,-0.022986,True,0-5,False,0.00526899887364995,0.24270506919766294
603699,2025-10-22,2,bull,ma_bull,pullback_holds,current_week,0.2413634269921694,0.2761400276370336,0.1448641179180101,-0.014279134039613,0.2897282358360202,2025H2,2025-10-22,sw_l1:801890,0.0,0.547201,-0.008223,True,0-5,False,0.02133471024904205,0.25480531738799156
603699,2025-10-23,3,bull,ma_bull,two_day_acceleration,current_week,0.18962472406181,0.2119205298013242,0.0876379690949227,-0.0331125827814569,0.2362030905077261,2025H2,2025-10-23,sw_l1:801890,1.0,0.953281,0.039443,True,0-5,False,0.0220606674382716,0.1898598623630526
603699,2025-11-03,0,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0353883404730862,-0.0614639597690445,-0.0750605326876512,-0.0795306388526726,0.0430247718383312,2025H2,2025-11-03,sw_l1:801890,6.0,1.521781,0.096834,True,6-20,False,-0.003665241295052,-0.0577987184739925
603699,2025-12-30,1,bull,none,shrinking_volume_acceleration,current_week,0.0133054552366471,0.007793195210036,0.1478806310587341,-0.0503706519673066,0.047329405056073,2025H2,2025-12-30,sw_l1:801890,10.0,0.800011,0.03288,False,6-20,False,0.0357667934093789,-0.0279735981993429
603699,2026-01-07,2,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0569029850746267,0.0990671641791045,0.0889925373134328,-0.067910447761194,0.1042910447761193,2026H1,2026-01-07,sw_l1:801890,14.0,1.049096,0.03481,True,6-20,False,0.043385170160018055,0.05568199401908644
603699,2026-01-23,4,bull,ma_bull,shrinking_volume_acceleration,current_week,0.0140797854508882,-0.0564867582970165,-0.0291652698625545,-0.0606771706335904,0.0811263828360711,2026H1,2026-01-23,sw_l1:801890,4.0,1.000664,0.111526,True,0-5,False,-0.0366315257633912,-0.019855232533625297
603699,2026-01-30,4,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0618333333333332,-0.0831666666666667,-0.0653333333333333,-0.0833333333333333,0.0146666666666666,2026H1,2026-01-30,sw_l1:801890,9.0,1.093717,0.015101,True,6-20,False,0.014624936877381402,-0.09779160354404809
603699,2026-02-10,1,bull,ma_bull,pullback_holds,current_week,-0.0381560773480663,-0.0590469613259668,-0.0400552486187845,-0.0595649171270719,0.0359116022099448,2026H1,2026-02-10,sw_l1:801890,0.0,0.903718,-0.01151,True,0-5,False,-0.038013090493628554,-0.021033870832338243
603699,2026-02-24,1,bull,ma_bull,shrinking_volume_acceleration,current_week,0.0526691662203178,0.0755222281735406,-0.112301374754508,-0.046955900732012,0.0867702196036424,2026H1,2026-02-24,sw_l1:801890,0.0,0.815781,-0.014595,True,0-5,False,0.0003342245989303,0.0751880035746103
603699,2026-02-26,3,bull,ma_bull,pullback_holds,current_week,-0.010700909577314,0.1054039593365436,-0.1136079900124843,-0.047975744604958,0.1305510968432317,2026H1,2026-02-26,sw_l1:801890,0.0,0.64684,-0.003558,True,0-5,False,-0.040880845856755055,0.14628480519329867
603699,2026-02-27,4,bull,ma_bull,pullback_holds,current_week,-0.018194919834264,0.0794451450189155,-0.0987209511799674,-0.0383714646009727,0.1419564042514862,2026H1,2026-02-27,sw_l1:801890,0.0,0.734907,-0.036973,True,0-5,False,-0.0051928783382789,0.0846380233571944
603699,2026-04-09,3,mid,none,pullback_holds,current_week,-0.0001921229586936,0.1204610951008644,0.2186359269932756,-0.043611911623439,0.1504322766570605,2026H1,2026-04-09,sw_l1:801890,0.0,0.62413,0.031499,False,0-5,False,-0.0061638868745468,0.1266249819754112
603699,2026-06-16,1,bull,none,pullback_holds,current_week,-0.1381215469613259,-0.1543508287292817,-0.3062845303867403,-0.1657458563535911,0.0131215469613259,2026H1,2026-06-16,sw_l1:801890,0.0,1.039124,0.037818,False,0-5,False,-0.0630573248407643,-0.09129350388851741
603699,2026-08-07,4,mid,none,shrinking_volume_acceleration,current_week,0.0313285631405917,0.0761941597369948,-0.117772191065558,-0.01547089537807,0.0914716689228387,2026H2,2026-08-07,sw_l1:801890,4.0,0.890946,0.146336,False,0-5,False,0.059417768626136444,0.016776391110858352
603699,2026-08-17,0,mid,none,two_day_acceleration,current_week,-0.0326637882485452,-0.0437394405856955,-0.1858456917589638,-0.0685188661535572,0.0595081659470619,2026H2,2026-08-17,sw_l1:801890,10.0,0.858861,0.010311,False,6-20,False,,
603699,2026-08-20,3,mid,none,shrinking_volume_acceleration,current_week,-0.0546118721461187,-0.1433789954337899,,-0.1766210045662101,0.0308675799086757,2026H2,2026-08-20,sw_l1:801890,13.0,0.784516,0.022075,False,6-20,False,-0.02343732860844835,-0.11994166682534155
603699,2026-08-21,4,mid,none,two_day_acceleration,current_week,-0.0361216730038022,-0.1326996197718631,,-0.1429657794676806,0.0598859315589352,2026H2,2026-08-21,sw_l1:801890,14.0,1.101175,0.043503,False,6-20,False,-0.1416666666666666,0.008967046894803515
301236,2024-05-06,0,bull,none,shrinking_volume_acceleration,current_week,-0.1193688543334097,-0.0832380516807683,-0.0827806997484565,-0.1243997255888407,0.0077749828493025,2024H1,2024-05-06,sw_l1:801750,0.0,0.971068,0.017585,False,0-5,False,,
301236,2024-05-07,1,bull,none,pullback_holds,current_week,-0.0794096978215037,-0.0440384164909813,-0.074256266104474,-0.1030686343405949,0.0,2024H1,2024-05-07,sw_l1:801750,0.0,0.741472,0.032755,False,0-5,False,,
301236,2024-05-20,0,bull,none,pullback_holds,current_week,-0.0182266009852217,-0.0120689655172414,0.0490147783251231,-0.0773399014778325,0.041871921182266,2024H1,2024-05-20,sw_l1:801750,0.0,0.811665,0.041028,False,0-5,False,,
301236,2024-05-21,1,bull,none,pullback_holds,current_week,-0.044543429844098,-0.022024251422915,0.0445434298440978,-0.073001732244494,0.0467706013363029,2024H1,2024-05-21,sw_l1:801750,0.0,1.54336,0.038422,False,0-5,False,,
301236,2024-05-22,2,bull,none,pullback_holds,current_week,-0.0895379458941825,-0.0670337562844147,-0.0222647833373234,-0.1031841034235097,0.0026334689968876,2024H1,2024-05-22,sw_l1:801750,0.0,1.385224,0.049355,False,0-5,False,,
301236,2024-10-21,0,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.0849295774647888,-0.1225352112676055,-0.1947887323943662,-0.1635211267605634,0.0647887323943663,2024H2,2024-10-21,sw_l1:801750,18.0,3.111394,0.039685,True,6-20,False,,
301236,2024-12-12,3,bull,none,shrinking_volume_acceleration,current_week,-0.0512461059190031,-0.0280373831775702,-0.1855140186915888,-0.0995327102803738,0.0009345794392523,2024H2,2024-12-12,sw_l1:801750,2.0,1.103535,0.070722,False,0-5,False,-0.15225337481525375,0.12421599163768354
301236,2024-12-25,2,bull,none,two_day_acceleration,current_week,-0.1115755627009646,-0.1628617363344051,-0.1189710610932475,-0.2057877813504823,0.0289389067524115,2024H2,2024-12-25,sw_l1:801750,0.0,1.168612,0.064417,False,0-5,False,,
301236,2024-12-27,4,bull,none,pullback_holds,current_week,-0.1499754138665792,-0.1380101622684805,-0.1201442386494017,-0.1902966726766104,0.034420586789051,2024H2,2024-12-27,sw_l1:801750,0.0,0.957422,0.000975,False,0-5,False,,
301236,2025-04-01,1,mid,none,shrinking_volume_acceleration,current_week,-0.0936206896551724,-0.074655172413793,0.0017241379310344,-0.2125862068965517,0.0070689655172413,2025H1,2025-04-01,sw_l1:801750,0.0,0.520777,0.003287,False,0-5,False,-0.0709527946713004,-0.003702377742492602
301236,2025-04-21,0,mid,none,pullback_holds,current_week,-0.0014503263234229,0.0685279187817258,-0.0112400290065265,-0.0268310369833213,0.1294416243654823,2025H1,2025-04-21,sw_l1:801750,0.0,0.794032,0.001281,False,0-5,False,0.0245098039215685,0.044018114860157304
301236,2025-04-25,4,mid,none,pullback_holds,current_week,0.1035177720776843,0.0963722975448884,-0.046903627702455,-0.0014657383657017,0.1478563576401612,2025H1,2025-04-25,sw_l1:801750,0.0,0.877887,0.007797,False,0-5,False,0.0599613152804643,0.036410982264424095
301236,2025-04-29,1,mid,none,two_day_acceleration,current_week,0.0776874435411021,0.0495031616982837,-0.056910569105691,-0.0005420054200542,0.131887985546522,2025H1,2025-04-29,sw_l1:801750,2.0,1.132657,0.036202,False,0-5,False,0.0235525024533858,0.025950659244897898
301236,2025-05-12,0,bull,none,shrinking_volume_acceleration,current_week,-0.0740983606557376,-0.1160655737704917,-0.1198360655737705,-0.1259016393442622,0.0032786885245901,2025H1,2025-05-12,sw_l1:801750,8.0,1.708237,0.039415,False,6-20,False,-0.0632911392405063,-0.0527744345299854
002748,2025-06-06,4,bull,ma_bull,shrinking_volume_acceleration,current_week,-0.034446764091858,-0.0678496868475991,0.0146137787056368,-0.0720250521920667,0.0052192066805847,2025H1,2025-06-06,sw_l1:801030,0.0,1.506829,0.06278,True,0-5,False,-0.0190689848569826,-0.048780701990616494
002748,2025-06-09,0,bull,ma_bull,two_day_acceleration,current_week,-0.0052192066805846,-0.0427974947807933,0.0323590814196241,-0.0814196242171189,0.0041753653444678,2025H1,2025-06-09,sw_l1:801030,0.0,1.579239,0.072707,True,0-5,False,-0.012367893101172901,-0.030429601679620402
002748,2025-06-25,2,bull,ma_bull,pullback_holds,current_week,0.0431034482758621,0.0463362068965518,0.052801724137931,-0.0183189655172413,0.0765086206896552,2025H1,2025-06-25,sw_l1:801030,0.0,0.833126,0.00655,True,0-5,False,0.0237961225766104,0.0225400843199414
002748,2025-06-26,3,bull,ma_bull,pullback_holds,current_week,0.0576713819368881,0.0914036996735581,0.0598476605005442,0.0,0.1011969532100109,2025H1,2025-06-26,sw_l1:801030,0.0,0.750715,0.014461,True,0-5,False,0.010202020202020051,0.08120167947153806
002748,2025-07-01,1,bull,ma_bull,two_day_acceleration,current_week,0.0123711340206185,0.01340206185567,0.0072164948453605,-0.0175257731958764,0.0556701030927833,2025H2,2025-07-01,sw_l1:801030,0.0,1.964593,0.038585,True,0-5,False,-0.0212034383954152,0.0346055002510852
002748,2025-07-03,3,bull,ma_bull,shrinking_volume_acceleration,current_week,0.0287179487179487,0.0123076923076923,-0.0215384615384613,-0.0225641025641026,0.0502564102564102,2025H2,2025-07-03,sw_l1:801030,1.0,1.102778,0.065789,True,0-5,False,-0.0100472813238772,0.0223549736315695
002748,2025-07-28,0,bull,ma_bull,two_day_acceleration,current_week,-0.0189431704885343,0.0099700897308077,-0.0269192422731804,-0.0538384845463608,0.0189431704885345,2025H2,2025-07-28,sw_l1:801030,0.0,1.320885,0.002006,True,0-5,False,0.01630774905871575,-0.00633765932790805
002748,2025-08-04,0,bull,ma_bull,pullback_holds,current_week,0.0284263959390864,-0.0243654822335025,-0.0588832487309645,-0.0294416243654821,0.0456852791878172,2025H2,2025-08-04,sw_l1:801030,0.0,1.025482,-0.015015,True,0-5,False,0.0315560391730143,-0.055921521406516794
002748,2025-08-06,2,bull,ma_bull,pullback_holds,current_week,-0.007007007007007,-0.0120120120120119,-0.0960960960960961,-0.05005005005005,0.0310310310310311,2025H2,2025-08-06,sw_l1:801030,0.0,1.310004,0.016343,True,0-5,False,0.048324008931204296,-0.0603360209432162
002748,2025-08-07,3,bull,ma_bull,pullback_holds,current_week,-0.0161943319838057,0.0050607287449391,-0.0668016194331984,-0.0394736842105263,0.0425101214574898,2025H2,2025-08-07,sw_l1:801030,0.0,0.917127,0.038784,True,0-5,False,0.005298013245033,-0.00023728450009390025
002748,2025-08-08,4,bull,ma_bull,pullback_holds,current_week,-0.032032032032032,-0.025025025025025,-0.068068068068068,-0.05005005005005,0.0310310310310311,2025H2,2025-08-08,sw_l1:801030,0.0,0.983325,0.031088,True,0-5,False,-0.0034912718204488,-0.0215337532045762
